Player Name,Current Market Value (USD)
Dong-won Ji,1100000.0
Amir Abrashi,1100000.0
Akaki Gogia,880000.0
Mads Pedersen,770000.0
Julian Schieber,550000.0
Marlon Mustapha,330000.0
Famana Quizera,220000.0
Lukas Fahrnberger,220000.0
Tim Maciejewski,220000.0
Tim Siersleben,220000.0
Jens Castrop,220000.0
Ilia Gruev,220000.0
Eren Dinkci,165000.0
Lino Kasten,110000.0
Marius Liesegang,110000.0
Tim Schreiber,110000.0
Luca Philipp,110000.0
Yannick Brugger,110000.0
Marco John,28000.0
Antonis Aidonis,330000.0
Omer Hanin,220000.0
Sava-Arangel Cestic,110000.0
Douglas Costa,22000000.0
Justin Kluivert,22000000.0
Amin Younes,5500000.0
Robert Gumny,3850000.0
Bartosz Bialek,3300000.0
Alexander Sörloth,22000000.0
Dimitrios Limnios,4400000.0
Bouna Sarr,9900000.0
Mattéo Guendouzi,35200000.0
Maximilian Philipp,12100000.0
Guus Til,9350000.0
Hee-chan Hwang,16500000.0
Romano Schmid,2200000.0
Andreas Poulsen,1100000.0
Christian Gebauer,880000.0
Julio Villalba,440000.0
Lennart Grill,1650000.0
Marcel Hartel,2750000.0
Andreas Voglsammer,2750000.0
Joakim Nilsson,2200000.0
Joel Pohjanpalo,2200000.0
Stefan Ortega Moreno,1650000.0
Cédric Brunner,1650000.0
Fabian Klos,1100000.0
Nils Seufert,935000.0
Maxime Awoudja,550000.0
Noel Niemann,330000.0
David Alaba,71500000.0
Denis Zakaria,44000000.0
Raphaël Guerreiro,38500000.0
Marcel Sabitzer,38500000.0
Christopher Nkunku,36300000.0
Wout Weghorst,33000000.0
Marco Reus,27500000.0
Patrik Schick,27500000.0
Marcel Halstenberg,22000000.0
Dodi Lukebakio,20900000.0
Exequiel Palacios,19800000.0
Maximilian Arnold,18700000.0
Xaver Schlager,18700000.0
Breel Embolo,17600000.0
Robert Skov,15400000.0
Jordan Torunarigha,14300000.0
Philipp Lienhart,13200000.0
Dedryck Boyata,11000000.0
Florian Niederlechner,11000000.0
Marin Pongracic,11000000.0
Joshua Zirkzee,9900000.0
Kevin Mbabu,9350000.0
Mark Uth,8250000.0
Sebastian Andersson,7700000.0
Vincenzo Grifo,7150000.0
Erik Thommy,6600000.0
Vladimir Darida,6050000.0
Davie Selke,5500000.0
Ismail Jakobs,5500000.0
Sebastian Rode,5500000.0
Robert Andrich,4400000.0
Lucas Höler,4400000.0
Florian Müller,4400000.0
Leandro Barreiro,4400000.0
Grischa Prömel,3300000.0
Marius Bülter,3300000.0
Marcus Ingvartsen,3300000.0
Mateu Morey Bauzà,3300000.0
Jeffrey Bruma,2750000.0
Noah Joel Sarenren Bazee,1650000.0
Maximilian Beier,1650000.0
Nick Woltemade,1100000.0
Nassim Boujellab,1100000.0
Yannik Keitel,660000.0
Dennis Borkowski,330000.0
Tim Lemperle,330000.0
Robert Voloder,275000.0
Oscar Schönfelder,275000.0
Jabez Makanda,220000.0
Fynn Otto,220000.0
Aílton,990000.0
Nikolai Rehnen,110000.0
Niklas Süle,52800000.0
Ibrahima Konaté,44550000.0
Kingsley Coman,44000000.0
Thorgan Hazard,35200000.0
Filip Kostic,35200000.0
Dan-Axel Zagadou,34650000.0
Leon Bailey,32450000.000000004
Corentin Tolisso,28050000.0
Evan N'Dicka,24750000.0
Reinier,24750000.0
Krzysztof Piatek,23650000.0
Suat Serdar,22000000.0
Florian Grillitsch,22000000.0
Thomas Delaney,19250000.0
Nadiem Amiri,17600000.0
Valentino Lazaro,16500000.0
Stefan Lainer,15950000.0
Paulinho,14850000.0
Maximilian Eggestein,14300000.0
Santiago Arias,13200000.0
Charles Aránguiz,13200000.0
Benjamin Henrichs,13200000.0
Karim Bellarabi,13200000.0
Jérôme Boateng,13200000.0
Roman Bürki,12100000.0
Tanguy Nianzou,12100000.0
Josuha Guilavogui,12100000.0
Koen Casteels,11550000.0
Jeffrey Gouweleeuw,10450000.0
Salif Sané,10450000.0
Yann Sommer,10450000.0
Dominique Heintz,8800000.0
Lukas Hradecky,8800000.0
Munas Dabbur,8800000.0
Kevin Trapp,8800000.0
Ihlas Bebou,8800000.0
Janik Haberer,8800000.0
Rani Khedira,8800000.0
Santiago Ascacíbar,8800000.0
Jeremiah St. Juste,7700000.0
Sven Bender,7700000.0
Christoph Kramer,7700000.0
Tin Jedvaj,7700000.0
Lars Bender,7700000.0
Ellyes Skhiri,7480000.0
Dominik Kohr,7480000.0
Almamy Touré,7150000.0
Jiri Pavlenka,7150000.0
Marius Wolf,7150000.0
Tahith Chong,6930000.0
Ritsu Doan,6930000.0
Eduard Löwen,6050000.0
Oliver Baumann,6050000.0
Edimilson Fernandes,6050000.0
Waldemar Anton,6050000.0
Aleksandar Dragovic,5720000.0
Milos Veljkovic,5720000.0
Jean-Paul Boëtius,5280000.0
Nabil Bentaleb,4400000.0
Timo Horn,4400000.0
Eric Maxim Choupo-Moting,4400000.0
Sargis Adamyan,4400000.0
Jonathan Schmid,4400000.0
Nico Schlotterbeck,4400000.0
Elvis Rexhbecaj,4400000.0
Marc Oliver Kempf,4400000.0
Daishawn Redan,3960000.0
João Victor,3850000.0
Karim Onisiwo,3850000.0
Nicolas Höfler,3850000.0
Tobias Strobl,3850000.0
Robin Zentner,3520000.0
Taiwo Awoniyi,3520000.0
Hamza Mendyl,3080000.0
Yunus Malli,3080000.0
Levin Öztunali,3080000.0
Salih Özcan,2970000.0
Konstantinos Mavropanos,2640000.0
Joshua Brenet,2640000.0
Pascal Stenzel,2640000.0
Tony Jantschke,2640000.0
Manuel Gulde,2640000.0
Jan Thielmann,2530000.0
Leon Dajaku,2530000.0
Jordan Beyer,2530000.0
Fredrik Jensen,2200000.0
Daniel Didavi,2200000.0
Marcin Kaminski,2200000.0
Lukasz Piszczek,2200000.0
Philipp Förster,2200000.0
Tuta,2200000.0
Markus Schubert,1980000.0
Felix Agu,1980000.0
Rafael Czichos,1870000.0
Havard Nordtveit,1760000.0
Ralf Fährmann,1760000.0
Sergio Córdova,1760000.0
Steven Skrzybski,1760000.0
Philipp Klement,1760000.0
Theodor Gebre Selassie,1540000.0
Stefan Bell,1540000.0
Keita Endo,1430000.0
Cedric Teuchert,1320000.0
Gonzalo Castro,1320000.0
Anthony Ujah,1320000.0
Oscar Wendt,1320000.0
Patrick Erras,1320000.0
Sebastian Griesbeck,1100000.0
Alexander Hack,1100000.0
Michael Lang,1050000.0
Tobias Raschl,990000.0
Ibrahima Traoré,880000.0
Rune Jarstein,880000.0
Makoto Hasebe,880000.0
Christian Gentner,880000.0
Phillipp Mwene,880000.0
Felix Götze,798000.0
Hamadi Al Ghaddioui,743000.0
Darko Churlinov,743000.0
Nathan de Medina,715000.0
Jóan Símun Edmundsson,715000.0
Ajdin Hrustic,715000.0
Pavao Pervan,715000.0
Jan Morávek,660000.0
Oscar Linnér,660000.0
Jacob Barrett Laursen,605000.0
Lino Tempelmann,578000.0
Benjamin Uphoff,523000.0
Nils Körber,523000.0
Mamadou Doucouré,495000.0
Fabian Kunze,495000.0
Tobias Sippel,440000.0
Fabian Bredlow,440000.0
Luca Unbehaun,385000.0
Fabrice Hartmann,385000.0
Philipp Tschauner,358000.0
Torben Müsel,358000.0
Eduardo Camavinga,66000000.0
Presnel Kimpembe,44000000.0
Moise Kean,33000000.0
Renato Sanches,30800000.0
Jonathan Ikoné,30800000.0
Ángel Di María,30800000.0
Thilo Kehrer,27500000.0
Jonathan Bamba,27500000.0
Lucas Paquetá,27500000.0
Sven Botman,27500000.0
Boubakary Soumaré,25300000.0
Morgan Sanson,22000000.0
Jason Denayer,22000000.0
Yusuf Yazici,22000000.0
Amine Gouiri,22000000.0
Julian Draxler,22000000.0
Aleksandr Golovin,20900000.0
Axel Disasi,19800000.0
Idrissa Gueye,19800000.0
Mohamed Simakan,19800000.0
Thiago Mendes,19800000.0
Youcef Atal,17600000.0
Andy Delort,16500000.0
Rafinha,16500000.0
Karl Toko Ekambi,16500000.0
Alessandro Florenzi,16500000.0
Benjamin André,15400000.0
Ludovic Blas,14300000.0
Florentino,14300000.0
Gaëtan Laborde,14300000.0
Serhou Guirassy,14300000.0
Boulaye Dia,13200000.0
Maxwel Cornet,13200000.0
Tino Kadewere,13200000.0
Angelo Fulgini,12100000.0
Toma Basic,11000000.0
Daniele Rugani,11000000.0
Mitchel Bakker,11000000.0
M'Baye Niang,11000000.0
Ruben Aguilar,11000000.0
Darío Benedetto,11000000.0
Paul Bernardoni,11000000.0
Sofiane Diop,11000000.0
Denis Bouanga,11000000.0
Steven Nzonzi,11000000.0
El Bilal Touré,9350000.0
Morgan Schneiderlin,9350000.0
Pape Gueye,8800000.0
Guillermo Maripán,8800000.0
Romain Perraud,8800000.0
Gaël Kakuta,8800000.0
Romain Faivre,8800000.0
Jonas Omlin,8800000.0
Ludovic Ajorque,8800000.0
Ignatius Ganago,8800000.0
Adrien Truffert,8800000.0
Gautier Larsonneur,8800000.0
Rony Lopes,8800000.0
Nathanaël Mbuku,8800000.0
Irvin Cardona,8800000.0
Yoane Wissa,8800000.0
Caio Henrique,8800000.0
Zaydou Youssouf,7700000.0
Pierre Lees Melou,7700000.0
Djibril Sidibé,7700000.0
Brandon Soppy,7700000.0
Stéphane Bahoken,7700000.0
Alexis Claude-Maurice,7700000.0
Steve Mounié,7700000.0
Fabien Centonze,7700000.0
Stanley Nsoki,7700000.0
Zinedine Ferhat,7700000.0
Pedro Mendes,7700000.0
Adrian Grbic,7700000.0
Myziane Maolida,7700000.0
Fodé Ballo-Touré,7150000.0
James Léa Siliki,7150000.0
Abdoulaye Touré,7150000.0
Arnaud Kalimuendo,6600000.0
Mama Baldé,6600000.0
Stephy Mavididi,6600000.0
Thomas Foket,6600000.0
Franck Honorat,6600000.0
Dalbert,6600000.0
Éric Ebimbe,6600000.0
Loïc Badé,6600000.0
Dylan Bronn,6600000.0
Adrien Hunou,6600000.0
Sofiane Boufal,6600000.0
Habib Maïga,6050000.0
Opa Nguette,5500000.0
Jean-Ricner Bellegarde,5500000.0
Randal Kolo Muani,5500000.0
Nicolas de Préville,5500000.0
Jonathan Panzo,5500000.0
Yann Gboho,5500000.0
Robson Bambu,5500000.0
Hatem Ben Arfa,5500000.0
Enzo Le Fée,5500000.0
Ibrahim Amadou,5500000.0
Wahbi Khazri,5500000.0
Yvan Neyou,4950000.0
Nemanja Radonjic,4950000.0
Roger Assalé,4950000.0
Flavien Tait,4950000.0
Arnaud Nordin,4950000.0
Wout Faes,4400000.0
Junior Sambia,4400000.0
Timothée Pembélé,4400000.0
Victorien Angban,4400000.0
Flavius Daniliuc,4400000.0
Kiki Kouyaté,4400000.0
Isaac Lihadji,4400000.0
Farid Boulaya,4400000.0
Hicham Boudaoui,4400000.0
Ronaël Pierre-Gabriel,4400000.0
Lamine Fomba,4400000.0
Dan Ndoye,4400000.0
Jean-Kevin Duverne,4400000.0
Anthony Caci,4400000.0
Xavier Chavalerin,4400000.0
Jean-Kévin Augustin,4400000.0
Timothée Kolodziejczak,4400000.0
Chrislain Matsima,4400000.0
Lucas Gourna-Douath,4400000.0
Sinaly Diomandé,4400000.0
Jordan Ferri,3850000.0
Pierre-Yves Hamel,3850000.0
Moussa Konaté,3300000.0
Renaud Emond,3300000.0
Antonin Bobichon,3300000.0
Gerzino Nyamsi,3300000.0
Kays Ruiz-Atil,3300000.0
Youssef Aït Bennasser,3300000.0
Niclas Eliasson,3300000.0
Issiaga Sylla,3300000.0
Moussa Koné,3300000.0
Arnaud Souquet,3300000.0
Dario Maresic,3300000.0
Armand Laurienté,3300000.0
Sacha Boey,2750000.0
Jonathan Gradit,2750000.0
Loïs Diony,2750000.0
Lebo Mothiba,2750000.0
Kalifa Coulibaly,2750000.0
Hianga'a M'Bock,2200000.0
Jonathan Clauss,2200000.0
Lilian Brassier,2200000.0
Aaron Leya Iseka,2200000.0
Jimmy Cabot,2200000.0
Lamine Koné,2200000.0
Kévin Zohi,2200000.0
Samuel Grandsir,2200000.0
Aimen Moueffek,2200000.0
Nicolas Pallois,2200000.0
Laurent Abergel,2200000.0
Anthony Racioppi,2200000.0
Julien Laporte,2200000.0
Sofiane Alakouch,2200000.0
Brendan Chardonnet,2200000.0
Burak Yilmaz,2200000.0
Florian Miguel,2200000.0
Florian Sotoca,1980000.0
Warren Tchimbembé,1650000.0
Maxence Rivera,1650000.0
Vincent Manceau,1650000.0
Simon Banza,1650000.0
Ismaël Traoré,1650000.0
Georginio Rutter,1650000.0
Papa Ndiaga Yade,1650000.0
John Boye,1650000.0
Eliot Matazo,1650000.0
Massadio Haidara,1650000.0
Mehdi Zerkane,1650000.0
Lamine Gueye,1650000.0
Ngonda Muzinga,1100000.0
Enzo Millot,1100000.0
Mohamed-Ali Cho,1100000.0
Il-lok Yun,1100000.0
Bandiougou Fadiga,880000.0
Clément Depres,880000.0
Alpha Sissoko,880000.0
Mattéo Ahlinvi,660000.0
Pépé Bonet,550000.0
Lucas Chevalier,550000.0
Lenny Lacroix,550000.0
Saïdou Sow,550000.0
Hugo Ekitike,440000.0
Mouez Hassen,440000.0
Fodé Doucouré,440000.0
David Costa,330000.0
Mouhamadou Drammeh,330000.0
Moise Sakava,220000.0
Ernest Boahene,165000.0
Béni Makouana,165000.0
Mathyas Randriamamy,165000.0
Krépin Diatta,19800000.0
Mathías Suárez,550000.0
Arkadiusz Milik,24200000.0
Pol Lirola,8800000.0
William Saliba,18700000.0
Islam Slimani,5500000.0
Naomichi Ueda,880000.0
Kylian Mbappé,198000000.0
Neymar,140800000.0
Marquinhos,77000000.0
Marco Verratti,66000000.0
Mauro Icardi,60500000.0
Houssem Aouar,55000000.0
Memphis Depay,49500000.0
Wissam Ben Yedder,44000000.0
Florian Thauvin,35200000.0
Boubacar Kamara,35200000.0
Jonathan David,33000000.0
Bruno Guimarães,30800000.0
Kevin Volland,30800000.0
Rayan Cherki,27500000.0
Pablo Sarabia,27500000.0
Abdou Diallo,27500000.0
Benoît Badiashile,27500000.0
Jeff Reine-Adélaïde,27500000.0
Danilo Pereira,26400000.0
Duje Caleta-Car,25300000.0
Kasper Dolberg,25300000.0
Gelson Martins,22000000.0
Zeki Celik,22000000.0
Mike Maignan,22000000.0
Leandro Paredes,22000000.0
Jérémy Doku,22000000.0
Anthony Lopes,20900000.0
Valentin Rongier,19800000.0
Juan Bernat,17600000.0
Aurélien Tchouaméni,17600000.0
Ander Herrera,16500000.0
Benjamin Bourigeaud,16500000.0
Léo Dubois,15400000.0
Faitout Maouassa,14300000.0
Youssouf Fofana,14300000.0
Alban Lafont,13750000.0
Maxence Caqueret,13200000.0
Martin Terrier,13200000.0
Habib Diallo,13200000.0
Imrân Louza,13200000.0
Téji Savanier,13200000.0
Colin Dagba,13200000.0
Layvin Kurzawa,13200000.0
Benjamin Lecomte,12100000.0
Michaël Cuisance,11000000.0
Walter Benítez,11000000.0
Keylor Navas,11000000.0
Adil Aouchiche,11000000.0
Seko Fofana,11000000.0
Jordan Amavi,11000000.0
Kenny Lala,9900000.0
Predrag Rajkovic,9900000.0
Mounir Chouiar,9900000.0
Alfred Gomis,9900000.0
Ibrahima Niane,9900000.0
Dimitri Payet,9350000.0
Nayef Aguerd,8800000.0
Sergio Rico,8800000.0
Youssouf Sabaly,8800000.0
Luis Henrique,8800000.0
Hassane Kamara,8800000.0
Facundo Medina,8800000.0
Luiz Araújo,8800000.0
Hamari Traoré,8800000.0
Mattia De Sciglio,8250000.0
Timothy Weah,8250000.0
Leonardo Balerdi,8250000.0
Florent Mollet,7700000.0
Rémi Oudin,7700000.0
Samuel Kalu,7700000.0
Xeka,7700000.0
Moses Simon,7700000.0
Joris Chotard,7700000.0
Otávio,7700000.0
Álvaro González,7700000.0
Cesc Fàbregas,7150000.0
Stevan Jovetic,7150000.0
Matz Sels,7150000.0
Adrien Thomasson,7150000.0
Alexander Djiku,7150000.0
Josh Maja,7150000.0
Yacine Adli,7150000.0
Ghislain Konan,6600000.0
Panagiotis Retsos,6600000.0
Mathieu Cafaro,6600000.0
Ibrahima Sissoko,6600000.0
Henry Onyekuru,6600000.0
Terem Moffi,6600000.0
Willem Geubbels,6600000.0
Pietro Pellegri,6600000.0
Domagoj Bradaric,6600000.0
Jordan Lotomba,6600000.0
Romain Del Castillo,6600000.0
Khéphren Thuram,6050000.0
Hiroki Sakai,6050000.0
Arbër Zeneli,5500000.0
Andrei Girotto,5500000.0
Arthur Zagre,5500000.0
Andy Pelmard,5500000.0
Christophe Hérelle,5500000.0
Radoslaw Majecki,4950000.0
Jean Lucas,4950000.0
Tiago Djaló,4950000.0
Clément Grenier,4620000.0
Laurent Koscielny,4400000.0
Renaud Ripart,4400000.0
Pape Cheikh,4400000.0
Rachid Alioui,4400000.0
Harold Moukoudi,4400000.0
Valon Berisha,4400000.0
Andrés Cubas,4400000.0
Bersant Celina,4400000.0
Anthony Limbombe,4400000.0
Valère Germain,4400000.0
Melvin Bard,4400000.0
Yassine Benrahou,4400000.0
Damien Da Silva,4400000.0
Jean-Eudes Aholou,4400000.0
Sada Thioub,3850000.0
Wuilker Fariñez,3850000.0
Mathias Pereira Lage,3850000.0
Andreaw Gravillon,3850000.0
Enock Kwateng,3850000.0
Nicolas Cozza,3850000.0
Mahdi Camara,3850000.0
Cheick Doucouré,3850000.0
Vagner,3850000.0
Didier Ndong,3850000.0
Loris Benito,3850000.0
Benoît Costil,3850000.0
Mamadou Fofana,3850000.0
Anthony Briancon,3850000.0
Damien Le Tallec,3520000.0
Alexandre Oukidja,3300000.0
Marcus Coco,3300000.0
Kévin N'Doram,3300000.0
Charles Abi,3300000.0
Yvann Maçon,3300000.0
Reinildo Mandava,3300000.0
Jonas Martin,3300000.0
Kaj Sierhuis,3300000.0
Trevoh Chalobah,2970000.0
Fábio,2750000.0
Patrick Burner,2750000.0
Ambroise Oyongo,2750000.0
Stefan Mitrovic,2750000.0
Souleyman Doumbia,2750000.0
Pedro Chirivella,2750000.0
Steve Mandanda,2750000.0
Charles Traoré,2750000.0
Yunis Abdelhamid,2750000.0
Jean-Charles Castelletto,2750000.0
Quentin Boisgard,2750000.0
Majeed Waris,2750000.0
Pablo Martinez,2750000.0
Stéphane Diarra,2750000.0
Romain Hamouma,2750000.0
Baptiste Reynet,2750000.0
Ui-jo Hwang,2750000.0
Paul Nardi,2750000.0
Clément Michelin,2750000.0
Mehdi Abeid,2750000.0
Gaëtan Charbonnier,2750000.0
Marley Aké,2750000.0
Ryad Boudebouz,2750000.0
Matthieu Udol,2750000.0
Moreto Cassamá,2750000.0
Romain Thomas,2640000.0
Bruno Ecuele Manga,2420000.0
Abdoul Kader Bamba,2200000.0
Vincent Le Goff,2200000.0
Dereck Kutesa,2200000.0
Haris Belkebla,2200000.0
Aníbal Chalá,2200000.0
Tony Mauricio,2200000.0
Cristian Battocchio,2200000.0
Vukasin Jovanovic,2200000.0
Lucas Deaux,2200000.0
Thierry Ambrose,2200000.0
Moussa Doumbia,2200000.0
Maxime Poundjé,2200000.0
Thomas Monconduit,2200000.0
Loïck Landre,2200000.0
Mexer,2200000.0
Mihailo Ristic,2200000.0
Mathieu Debuchy,2200000.0
Sidy Sarr,2200000.0
Birger Meling,2200000.0
Abdoulaye Bamba,2200000.0
Anastasios Donis,2200000.0
Racine Coly,2200000.0
Sanjin Prcic,2200000.0
Jérémy Pied,2200000.0
Lionel Carole,2200000.0
Denys Bain,2200000.0
Fraser Hornby,2200000.0
Thomas Basila,1980000.0
Saîf-Eddine Khaoui,1980000.0
Lucas Perrin,1980000.0
Dennis Appiah,1980000.0
Alexis Trouillet,1980000.0
Paul Lasne,1870000.0
Yassine Benzia,1760000.0
Corentin Jean,1760000.0
Farid El Melali,1760000.0
Thomas Mangani,1760000.0
Pierrick Capelle,1760000.0
Sébastien Corchia,1760000.0
Miguel Trauco,1650000.0
Thomas Delaine,1650000.0
Marshall Munetsi,1650000.0
Ismaël Boura,1650000.0
Mehdi Chahiri,1650000.0
Konstantinos Mitroglou,1650000.0
Bingourou Kamara,1650000.0
Saturnin Allagbé,1650000.0
Dimitri Liénard,1650000.0
Gabriel Silva,1650000.0
Umut Bozok,1650000.0
Jimmy Briand,1650000.0
José Fonte,1650000.0
Vincent Pajot,1650000.0
Camilo,1430000.0
Jean-Louis Leca,1430000.0
Nolan Roux,1320000.0
Bilal Benkhedim,1320000.0
Houboulang Mendes,1320000.0
Wesley Lautoa,1320000.0
Cenk Özkacar,1320000.0
Kévin Monnet-Paquet,1320000.0
Djamel Eddine Benlamri,1210000.0
Paul Baysse,1100000.0
Karim Aribi,1100000.0
Fabien Lemoine,1100000.0
Gaëtan Poussin,1100000.0
Jessy Moulin,1100000.0
Jérémy Le Douaron,1100000.0
Enzo Ebosse,1100000.0
Thomas Fontaine,1100000.0
Dante,1100000.0
Thomas Touré,1100000.0
Stefan Bajic,1100000.0
Alexandru Dobre,1100000.0
Gaëtan Paquiez,1100000.0
Lassana Coulibaly,1100000.0
Vito Mannone,1100000.0
Mateo Pavlovic,1100000.0
Marc-Aurèle Caillard,1100000.0
Julien Faussurier,1100000.0
Keagan Dolly,1100000.0
Christopher Rocchia,1100000.0
Romain Philippoteaux,1100000.0
Idriss Saadi,1100000.0
Ismaël Aaneba,990000.0
Jean-Philippe Krasso,990000.0
Franklin Wadja,990000.0
Cheikh Niasse,880000.0
Youssef Maziz,880000.0
Haris Duljevic,880000.0
Cheick Traoré,880000.0
Senou Coulibaly,880000.0
Steven Fortes,880000.0
Yuto Nagatomo,880000.0
Dimitry Bertaud,880000.0
Jordan Marié,880000.0
Danijel Petkovic,770000.0
Thibault De Smet,770000.0
Hugo Magnetti,770000.0
Fouad Chafik,715000.0
Manuel Cabit,715000.0
Aleksandar Radovanovic,660000.0
Yoan Cardinale,660000.0
Lucas Dias,660000.0
Ferris N'Goma,605000.0
Yehvann Diouf,550000.0
Orestis Karnezis,550000.0
Batista Mendy,550000.0
Matthieu Saunier,550000.0
Daniel Congré,550000.0
Romain Salin,550000.0
Petar Skuletic,550000.0
Haithem Loucif,550000.0
Sylvain Marveaux,550000.0
Bridge Ndilu,550000.0
Julian Pollersbeck,550000.0
Clément Vidal,495000.0
Yahya Soumaré,440000.0
Alexandre Letellier,440000.0
Jérémy Morel,440000.0
Amir Arli,440000.0
Yannick Cahuzac,440000.0
Matthieu Dreyer,440000.0
Sami Ben Amar,385000.0
Ludovic Baal,358000.0
Frédéric Sammaritano,358000.0
Jonathan Delaplace,358000.0
Dilane Bakwa,330000.0
Noah Fatar,330000.0
Abdoulaye Sidibé,330000.0
Roli Pereira de Sa,330000.0
Lucas Buades,330000.0
Kévin Boma,330000.0
Eugenio Pizzuto,330000.0
Ugo Bertelli,330000.0
Lévi Ntumba,330000.0
Zakaria Diallo,330000.0
Deji Sotona,330000.0
Samy Benchama,330000.0
Jérôme Hergault,330000.0
Ibrahim Diarra,330000.0
Kelyan Guessoum,330000.0
Waniss Taïbi,330000.0
Malamine Doumbouya,330000.0
Ahmad Ngouyamsa,275000.0
Over Mandanda,275000.0
Alexandre Phliponeau,275000.0
Maxen Kapo,275000.0
Wilitty Younoussa,275000.0
Denis Petric,275000.0
Ludovic Butelle,275000.0
Thibaut Vargas,275000.0
Malcolm Barcola,275000.0
Sébastien Cibois,275000.0
Kevin Bemanga,275000.0
Yohann Pelé,275000.0
Elhadji Pape Diaw,275000.0
Jorès Rahou,220000.0
Amadou Traoré,220000.0
Antoine Valerio,220000.0
Matis Carvalho,220000.0
Ismaël Sow,220000.0
Yanis Ammour,220000.0
Logan Delaurier-Chaubet,220000.0
Thibault Tamas,220000.0
Fadiga Ouattara,220000.0
Thomas Callens,165000.0
Richecard Richard,165000.0
Teddy Boulhendi,165000.0
Simon Ngapandouetnbu,165000.0
Zinédine Ould Khaled,165000.0
Boubacar Traoré,165000.0
Eiji Kawashima,165000.0
Rafiki Saïd,165000.0
Etienne Green,165000.0
Teddy Bartouche,165000.0
Aaron Kamardin,165000.0
Adam Oudjani,165000.0
Nassim Ahmed,165000.0
Dialy Ndiaye,165000.0
Mahame Siby,165000.0
Idrissa Dioh,165000.0
Cheick Souaré,165000.0
Charly Jan,165000.0
Yanis Saidani,165000.0
Hilton,110000.0
David Kong,110000.0
Denis Franchi,275000.0
