Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA,Current Market Value (USD)
Atakan Karazor,Bundesliga,DF,24.0,6.0,4.0,4.2,0.0,0.0,1.0,0.0,2.0,1.0,192.0,223.0,0.0,0.0,3.0,0.0,2200000.0
Fraser Hornby,Ligue 1,FW,21.0,3.0,0.0,0.4,0.0,0.0,1.0,0.0,2.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,2200000.0
Lilian Brassier,Ligue 1,DF,21.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.0,0.0,0.0,1.0,0.0,2200000.0
Birger Meling,Ligue 1,DF,26.0,9.0,9.0,8.9,1.0,2.0,0.0,0.0,5.0,3.0,362.0,449.0,5.0,6.0,9.0,2.0,2200000.0
Aymen Barkok,Bundesliga,"FW,MF",22.0,39.0,12.0,16.7,2.0,4.0,5.0,0.0,19.0,4.0,500.0,683.0,31.0,28.0,27.0,8.0,2200000.0
Brendan Chardonnet,Ligue 1,DF,26.0,27.0,21.0,21.299999999999997,1.0,0.0,6.0,1.0,12.0,6.0,977.0,1133.0,4.0,2.0,4.0,0.0,2200000.0
Tuta,Bundesliga,DF,21.0,3.0,2.0,2.3,0.0,0.0,0.0,0.0,1.0,0.0,77.0,97.0,0.0,0.0,1.0,0.0,2200000.0
Luca Kilian,Bundesliga,DF,21.0,21.0,18.0,18.2,0.0,0.0,2.0,0.0,2.0,0.0,826.0,920.0,2.0,2.0,2.0,0.0,2200000.0
Anastasios Donis,Ligue 1,MF,24.0,60.0,29.0,29.1,7.0,4.0,6.0,1.0,84.0,32.0,377.0,577.0,25.0,17.0,76.0,35.0,2200000.0
Lamine Koné,Ligue 1,DF,31.0,51.0,45.0,44.9,2.0,1.0,7.0,0.0,17.0,4.0,1703.0,2032.0,9.0,13.0,16.0,1.0,2200000.0
Fredrik Jensen,Bundesliga,FW,23.0,21.0,8.0,9.299999999999999,1.0,0.0,0.0,0.0,9.0,3.0,109.0,175.0,3.0,5.0,14.0,2.0,2200000.0
Martin Erlic,Serie A,DF,22.0,11.0,7.0,7.5,0.0,0.0,3.0,0.0,3.0,0.0,296.0,360.0,0.0,0.0,2.0,0.0,2200000.0
Ashley Young,Serie A,DF,35.0,105.0,89.0,89.0,8.0,12.0,25.0,1.0,57.0,19.0,4040.0,5355.0,126.0,127.0,69.0,38.0,2200000.0
Lionel Carole,Ligue 1,DF,29.0,61.0,47.0,46.3,0.0,4.0,6.0,0.0,19.0,3.0,2011.0,2590.0,42.0,51.0,49.0,10.0,2200000.0
Malick Thiaw,Bundesliga,DF,19.0,11.0,5.0,6.7,1.0,0.0,1.0,0.0,6.0,4.0,224.0,302.0,2.0,1.0,1.0,0.0,2200000.0
Koffi Djidji,Serie A,DF,28.0,68.0,55.0,54.900000000000006,0.0,0.0,5.0,0.0,12.0,4.0,1726.0,2164.0,11.0,10.0,36.0,1.0,2200000.0
Luca Caldirola,Serie A,DF,29.0,11.0,10.0,9.0,2.0,0.0,2.0,0.0,5.0,3.0,322.0,384.0,2.0,2.0,0.0,0.0,2200000.0
Julian Baumgartlinger,Bundesliga,MF,33.0,85.0,65.0,64.5,5.0,3.0,10.0,0.0,45.0,13.0,3721.0,4150.0,44.0,33.0,38.0,4.0,2200000.0
Sami Khedira,Serie A,MF,32.0,48.0,41.0,36.6,11.0,4.0,4.0,0.0,63.0,26.0,1438.0,1671.0,26.0,16.0,13.0,8.0,2200000.0
Timothy Chandler,Bundesliga,"DF,MF",30.0,51.0,34.0,35.4,7.0,5.0,7.0,0.0,44.0,16.0,898.0,1418.0,37.0,53.0,11.0,11.0,2200000.0
Loris Karius,Premier League,GK,24.0,19.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,383.0,533.0,0.0,0.0,0.0,0.0,2200000.0
Jonathan Clauss,Ligue 1,DF,28.0,14.0,13.0,11.7,0.0,1.0,0.0,0.0,14.0,6.0,450.0,598.0,20.0,26.0,8.0,8.0,2200000.0
Alfonso Espino,La Liga,DF,29.0,18.0,18.0,16.7,0.0,2.0,3.0,0.0,4.0,2.0,385.0,571.0,9.0,9.0,11.0,2.0,2200000.0
Laurent Abergel,Ligue 1,MF,27.0,19.0,16.0,16.2,0.0,0.0,2.0,0.0,12.0,3.0,649.0,781.0,5.0,4.0,6.0,1.0,2200000.0
Vincent Le Goff,Ligue 1,DF,31.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,4.0,2.0,579.0,736.0,10.0,12.0,6.0,1.0,2200000.0
Rubén Yáñez,La Liga,GK,27.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,132.0,0.0,0.0,0.0,0.0,2200000.0
Luis Rioja,La Liga,"MF,DF",27.0,45.0,33.0,31.299999999999997,1.0,1.0,6.0,0.0,19.0,6.0,524.0,754.0,26.0,23.0,46.0,20.0,2200000.0
Riccardo Saponara,Serie A,MF,29.0,60.0,34.0,33.1,4.0,12.0,8.0,1.0,80.0,22.0,1162.0,1550.0,96.0,78.0,60.0,34.0,2200000.0
Ilija Nestorovski,Serie A,FW,30.0,39.0,16.0,16.8,4.0,2.0,4.0,0.0,45.0,16.0,353.0,472.0,24.0,10.0,12.0,4.0,2200000.0
Florian Miguel,Ligue 1,DF,24.0,49.0,44.0,44.300000000000004,1.0,1.0,11.0,3.0,24.0,5.0,1417.0,1882.0,23.0,28.0,21.0,10.0,2200000.0
Damián Suárez,La Liga,DF,32.0,112.0,112.0,109.5,3.0,11.0,51.0,2.0,51.0,12.0,3931.0,5797.0,139.0,133.0,112.0,12.0,2200000.0
Reece Oxford,Bundesliga,"DF,MF",22.0,37.0,17.0,19.5,0.0,1.0,1.0,1.0,10.0,1.0,728.0,915.0,4.0,6.0,4.0,0.0,2200000.0
Sergio Romero,Premier League,GK,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,2200000.0
Jaume Costa,La Liga,"DF,MF",32.0,76.0,62.0,61.6,1.0,1.0,22.0,3.0,28.0,6.0,2742.0,3447.0,50.0,62.0,43.0,18.0,2200000.0
Martín Merquelanz,La Liga,"FW,MF",25.0,9.0,3.0,4.5,0.0,0.0,0.0,0.0,7.0,3.0,111.0,176.0,8.0,4.0,1.0,3.0,2200000.0
Moussa Doumbia,Ligue 1,"MF,FW",26.0,66.0,42.0,40.60000000000001,5.0,2.0,13.0,1.0,81.0,23.0,1168.0,1488.0,50.0,48.0,135.0,45.0,2200000.0
Mexer,Ligue 1,DF,30.0,65.0,58.0,57.2,0.0,2.0,9.0,0.0,20.0,1.0,2423.0,2850.0,12.0,3.0,26.0,1.0,2200000.0
Melayro Bogarde,Bundesliga,"DF,MF",18.0,7.0,3.0,3.5,0.0,0.0,2.0,0.0,3.0,2.0,173.0,201.0,3.0,2.0,3.0,0.0,2200000.0
Musa Juwara,Serie A,"FW,MF",17.0,8.0,1.0,1.8,1.0,0.0,1.0,0.0,5.0,4.0,55.0,86.0,4.0,4.0,6.0,3.0,2200000.0
Giorgio Chiellini,Serie A,DF,36.0,59.0,53.0,51.300000000000004,2.0,2.0,5.0,0.0,30.0,7.0,2990.0,3446.0,13.0,13.0,12.0,3.0,2200000.0
Ahmed Elmohamady,Premier League,DF,33.0,23.0,12.0,13.0,1.0,1.0,1.0,0.0,7.0,1.0,570.0,748.0,24.0,31.0,9.0,3.0,2200000.0
Mehdi Léris,Serie A,"MF,DF",22.0,54.0,22.0,26.2,1.0,3.0,5.0,0.0,41.0,9.0,824.0,1114.0,24.0,24.0,55.0,9.0,2200000.0
Daniel Didavi,Bundesliga,"FW,MF",30.0,61.0,41.0,42.1,13.0,10.0,6.0,0.0,89.0,32.0,1226.0,1684.0,79.0,51.0,40.0,12.0,2200000.0
David McGoldrick,Premier League,"FW,MF",33.0,45.0,35.0,32.5,7.0,3.0,4.0,0.0,74.0,31.0,800.0,1063.0,22.0,20.0,59.0,12.0,2200000.0
Abdoul Kader Bamba,Ligue 1,"FW,MF",26.0,46.0,22.0,24.5,3.0,4.0,6.0,0.0,31.0,14.0,855.0,1105.0,54.0,32.0,82.0,35.0,2200000.0
Nacho Monreal,La Liga,DF,34.0,92.0,85.0,83.29999999999998,9.0,5.0,11.0,0.0,52.0,18.0,4346.0,5097.0,41.0,56.0,28.0,9.0,2200000.0
Matheus Fernandes,La Liga,MF,21.0,3.0,2.0,1.8,0.0,0.0,0.0,0.0,2.0,0.0,43.0,62.0,1.0,0.0,2.0,0.0,2200000.0
Nacho Vidal,La Liga,"DF,MF",25.0,54.0,40.0,41.099999999999994,1.0,0.0,10.0,0.0,21.0,7.0,1298.0,1802.0,27.0,43.0,35.0,9.0,2200000.0
Abdoulaye Bamba,Ligue 1,DF,30.0,65.0,62.0,61.10000000000001,0.0,4.0,11.0,0.0,13.0,2.0,2240.0,2916.0,33.0,36.0,40.0,8.0,2200000.0
Anthony Racioppi,Ligue 1,GK,22.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,312.0,0.0,0.0,1.0,0.0,2200000.0
Edoardo Goldaniga,Serie A,DF,27.0,69.0,60.0,61.2,3.0,2.0,21.0,4.0,25.0,6.0,1794.0,2454.0,17.0,24.0,15.0,0.0,2200000.0
Mathieu Debuchy,Ligue 1,DF,35.0,72.0,69.0,66.5,10.0,6.0,10.0,1.0,67.0,24.0,2715.0,3646.0,56.0,68.0,50.0,9.0,2200000.0
Youssouf Koné,La Liga,"DF,FW",25.0,34.0,30.0,28.900000000000002,0.0,1.0,4.0,1.0,8.0,0.0,1443.0,1737.0,26.0,27.0,32.0,1.0,2200000.0
Aboubakar Kamara,Premier League,"FW,DF",25.0,23.0,7.0,11.0,3.0,0.0,3.0,1.0,23.0,10.0,263.0,370.0,15.0,6.0,24.0,8.0,2200000.0
Takashi Inui,La Liga,"MF,FW",32.0,100.0,85.0,78.39999999999999,10.0,6.0,6.0,0.0,158.0,53.0,1703.0,2291.0,56.0,61.0,101.0,66.0,2200000.0
Maxime Poundjé,Ligue 1,DF,28.0,59.0,49.0,50.099999999999994,0.0,3.0,9.0,0.0,25.0,3.0,1955.0,2572.0,45.0,46.0,50.0,7.0,2200000.0
Stefan Ilsanker,Bundesliga,MF,31.0,72.0,47.0,47.60000000000001,3.0,2.0,17.0,2.0,29.0,5.0,2221.0,2722.0,25.0,26.0,11.0,2.0,2200000.0
Danny Latza,Bundesliga,MF,31.0,90.0,76.0,73.69999999999999,2.0,8.0,24.0,0.0,101.0,23.0,2601.0,3301.0,89.0,55.0,80.0,9.0,2200000.0
Eduardo Henrique,Serie A,MF,25.0,10.0,5.0,5.6,1.0,0.0,2.0,0.0,4.0,1.0,168.0,211.0,2.0,1.0,6.0,1.0,2200000.0
Jérémy Pied,Ligue 1,DF,31.0,22.0,14.0,14.799999999999999,0.0,3.0,3.0,0.0,5.0,1.0,780.0,999.0,15.0,28.0,13.0,4.0,2200000.0
Stefan Johansen,Premier League,MF,27.0,12.0,4.0,4.6,0.0,0.0,4.0,0.0,1.0,0.0,192.0,250.0,1.0,4.0,4.0,0.0,2200000.0
Adrián,Premier League,GK,34.0,32.0,30.0,30.7,0.0,0.0,3.0,0.0,0.0,0.0,457.0,806.0,0.0,0.0,0.0,0.0,2200000.0
Tanguy Coulibaly,Bundesliga,"FW,DF",19.0,15.0,8.0,7.6,2.0,0.0,0.0,0.0,14.0,8.0,140.0,195.0,8.0,4.0,35.0,8.0,2200000.0
Domenico Criscito,Serie A,DF,34.0,70.0,66.0,63.900000000000006,11.0,4.0,20.0,1.0,44.0,8.0,2518.0,3356.0,71.0,88.0,36.0,7.0,2200000.0
Nicolas Pallois,Ligue 1,DF,33.0,91.0,91.0,90.0,3.0,1.0,31.0,4.0,47.0,14.0,2927.0,3655.0,17.0,8.0,69.0,1.0,2200000.0
Jannes Horn,Bundesliga,DF,23.0,25.0,20.0,18.9,0.0,0.0,3.0,0.0,3.0,1.0,615.0,797.0,15.0,15.0,8.0,0.0,2200000.0
Sofiane Alakouch,Ligue 1,DF,22.0,51.0,46.0,42.800000000000004,1.0,2.0,8.0,0.0,24.0,6.0,1740.0,2214.0,40.0,30.0,58.0,12.0,2200000.0
Julien Laporte,Ligue 1,DF,27.0,13.0,13.0,13.0,0.0,0.0,4.0,0.0,3.0,0.0,529.0,651.0,2.0,4.0,1.0,0.0,2200000.0
Dereck Kutesa,Ligue 1,"MF,FW",23.0,28.0,8.0,10.2,1.0,2.0,1.0,0.0,7.0,2.0,163.0,228.0,7.0,11.0,23.0,10.0,2200000.0
Aaron Leya Iseka,Ligue 1,FW,23.0,60.0,26.0,29.400000000000002,9.0,0.0,7.0,1.0,63.0,24.0,416.0,530.0,19.0,8.0,32.0,17.0,2200000.0
Sofian Kiyine,Serie A,"MF,DF",20.0,23.0,9.0,9.1,0.0,1.0,7.0,0.0,21.0,3.0,285.0,368.0,9.0,13.0,37.0,5.0,2200000.0
Aimen Moueffek,Ligue 1,"DF,MF",19.0,8.0,5.0,5.3,0.0,0.0,2.0,0.0,0.0,0.0,207.0,275.0,7.0,5.0,15.0,0.0,2200000.0
Mikel Vesga,La Liga,MF,27.0,72.0,57.0,55.4,2.0,4.0,16.0,0.0,46.0,12.0,1758.0,2226.0,34.0,33.0,45.0,10.0,2200000.0
Étienne Capoue,La Liga,MF,32.0,87.0,82.0,79.7,2.0,6.0,25.0,1.0,61.0,8.0,3371.0,4106.0,37.0,38.0,79.0,7.0,2200000.0
Jarrad Branthwaite,Premier League,DF,17.0,4.0,2.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,187.0,212.0,0.0,1.0,0.0,0.0,2200000.0
Aitor Ruibal,La Liga,"FW,MF",24.0,39.0,21.0,21.5,1.0,1.0,4.0,0.0,30.0,9.0,530.0,707.0,25.0,17.0,52.0,22.0,2200000.0
Rafa Soares,La Liga,DF,25.0,13.0,11.0,9.7,0.0,0.0,1.0,0.0,2.0,0.0,313.0,469.0,9.0,10.0,4.0,0.0,1980000.0
Ragnar Ache,Bundesliga,FW,22.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,1980000.0
Markus Schubert,Bundesliga,GK,21.0,9.0,8.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,193.0,317.0,1.0,0.0,0.0,0.0,1980000.0
Roberto Massimo,Bundesliga,"DF,FW",20.0,8.0,1.0,2.6,0.0,0.0,1.0,0.0,5.0,2.0,61.0,86.0,2.0,0.0,7.0,2.0,1980000.0
Dennis Appiah,Ligue 1,DF,28.0,31.0,27.0,26.9,0.0,2.0,3.0,0.0,3.0,0.0,1103.0,1461.0,14.0,11.0,28.0,5.0,1980000.0
Felix Agu,Bundesliga,"DF,FW",21.0,5.0,2.0,2.6,1.0,0.0,0.0,0.0,4.0,2.0,76.0,109.0,1.0,0.0,1.0,0.0,1980000.0
Thomas Basila,Ligue 1,DF,20.0,9.0,4.0,5.6,0.0,0.0,1.0,0.0,1.0,0.0,230.0,275.0,1.0,1.0,1.0,0.0,1980000.0
Lucas Boyé,La Liga,FW,24.0,38.0,14.0,15.700000000000001,3.0,1.0,6.0,1.0,26.0,8.0,309.0,414.0,10.0,8.0,40.0,6.0,1980000.0
Andrea Poli,Serie A,MF,31.0,97.0,79.0,72.89999999999999,8.0,1.0,19.0,2.0,71.0,21.0,2814.0,3182.0,47.0,50.0,76.0,13.0,1980000.0
Simone Bastoni,Serie A,DF,24.0,9.0,9.0,7.5,0.0,3.0,2.0,0.0,8.0,0.0,384.0,481.0,9.0,9.0,9.0,1.0,1980000.0
André Hahn,Bundesliga,"FW,MF",30.0,78.0,51.0,52.99999999999999,11.0,4.0,14.0,1.0,106.0,40.0,717.0,1290.0,45.0,47.0,47.0,14.0,1980000.0
Carlos Bacca,La Liga,FW,34.0,97.0,51.0,51.300000000000004,23.0,7.0,14.0,0.0,126.0,57.0,706.0,984.0,61.0,25.0,61.0,44.0,1980000.0
Sergio Herrera,La Liga,GK,27.0,35.0,33.0,34.3,0.0,0.0,4.0,1.0,0.0,0.0,609.0,1172.0,1.0,0.0,5.0,0.0,1980000.0
Jacopo Petriccione,Serie A,MF,25.0,40.0,29.0,28.200000000000003,0.0,5.0,12.0,1.0,20.0,8.0,1264.0,1483.0,44.0,33.0,20.0,4.0,1980000.0
Víctor Camarasa,La Liga,MF,25.0,74.0,60.0,56.9,6.0,5.0,9.0,0.0,67.0,16.0,1677.0,2167.0,75.0,42.0,74.0,14.0,1980000.0
Mattia Destro,Serie A,FW,29.0,70.0,34.0,34.1,16.0,4.0,11.0,0.0,84.0,45.0,347.0,535.0,19.0,11.0,36.0,15.0,1980000.0
Luis Rojas,Serie A,"FW,MF",18.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0,1980000.0
Andrés Guardado,La Liga,"MF,FW",34.0,95.0,82.0,77.8,2.0,15.0,24.0,0.0,70.0,17.0,3791.0,4487.0,104.0,81.0,63.0,15.0,1980000.0
Arturo Calabresi,Serie A,"DF,FW",24.0,40.0,37.0,36.8,2.0,1.0,13.0,0.0,7.0,2.0,1295.0,1693.0,15.0,19.0,33.0,1.0,1980000.0
Alexis Trouillet,Ligue 1,MF,20.0,4.0,0.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,46.0,56.0,2.0,2.0,1.0,1.0,1980000.0
Pedro Bigas,La Liga,DF,30.0,59.0,52.0,48.199999999999996,3.0,1.0,7.0,0.0,19.0,6.0,1526.0,2017.0,9.0,10.0,12.0,2.0,1980000.0
Iago Herrerín,La Liga,GK,31.0,44.0,43.0,43.7,0.0,1.0,1.0,0.0,0.0,0.0,804.0,1394.0,3.0,3.0,2.0,0.0,1980000.0
Saîf-Eddine Khaoui,Ligue 1,DF,25.0,70.0,38.0,39.50000000000001,8.0,3.0,4.0,0.0,95.0,38.0,914.0,1350.0,46.0,26.0,88.0,11.0,1980000.0
Florian Sotoca,Ligue 1,FW,30.0,18.0,16.0,15.1,5.0,3.0,3.0,0.0,40.0,12.0,377.0,537.0,17.0,15.0,16.0,8.0,1980000.0
Lucas Torró,La Liga,MF,26.0,22.0,12.0,12.4,0.0,1.0,7.0,1.0,17.0,3.0,403.0,516.0,9.0,6.0,8.0,1.0,1980000.0
Jon Guridi,La Liga,MF,25.0,11.0,4.0,4.5,0.0,0.0,2.0,0.0,4.0,1.0,128.0,157.0,2.0,3.0,6.0,0.0,1980000.0
Tolgay Arslan,Serie A,MF,30.0,13.0,11.0,8.7,2.0,0.0,6.0,0.0,9.0,4.0,379.0,445.0,3.0,6.0,18.0,4.0,1980000.0
Lucas Perrin,Ligue 1,DF,20.0,4.0,4.0,4.0,0.0,0.0,2.0,0.0,3.0,1.0,238.0,256.0,0.0,0.0,2.0,0.0,1980000.0
Nathaniel Phillips,Premier League,DF,23.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,190.0,225.0,1.0,0.0,0.0,0.0,1980000.0
Rafael Czichos,Bundesliga,DF,30.0,38.0,37.0,34.7,1.0,1.0,7.0,1.0,14.0,7.0,1413.0,1676.0,4.0,3.0,7.0,0.0,1870000.0
Paul Lasne,Ligue 1,MF,32.0,103.0,76.0,77.4,5.0,4.0,19.0,1.0,87.0,25.0,3164.0,3920.0,73.0,60.0,54.0,17.0,1870000.0
Sheraldo Becker,Bundesliga,"FW,MF",25.0,28.0,19.0,17.2,3.0,4.0,3.0,0.0,38.0,14.0,269.0,431.0,24.0,16.0,21.0,35.0,1870000.0
Marwin Hitz,Bundesliga,GK,33.0,40.0,39.0,39.2,0.0,0.0,3.0,0.0,1.0,0.0,976.0,1342.0,1.0,0.0,0.0,0.0,1870000.0
Pierrick Capelle,Ligue 1,"MF,FW",33.0,95.0,75.0,71.3,8.0,9.0,13.0,0.0,122.0,32.0,2440.0,3067.0,95.0,56.0,95.0,19.0,1760000.0
Farid El Melali,Ligue 1,"FW,MF",23.0,37.0,6.0,9.5,3.0,1.0,2.0,0.0,24.0,9.0,244.0,337.0,6.0,9.0,34.0,12.0,1760000.0
Nicolas Viola,Serie A,MF,27.0,24.0,20.0,20.6,2.0,6.0,2.0,2.0,34.0,14.0,1003.0,1283.0,40.0,15.0,43.0,2.0,1760000.0
Corentin Jean,Ligue 1,"FW,MF",25.0,66.0,27.0,29.700000000000003,1.0,4.0,5.0,0.0,51.0,21.0,579.0,848.0,40.0,30.0,33.0,18.0,1760000.0
Sébastien Corchia,Ligue 1,DF,30.0,26.0,22.0,22.299999999999997,0.0,2.0,7.0,0.0,20.0,7.0,812.0,1095.0,26.0,19.0,25.0,9.0,1760000.0
Christian Fuchs,Premier League,DF,34.0,48.0,39.0,40.0,0.0,1.0,5.0,0.0,22.0,1.0,1923.0,2570.0,21.0,31.0,17.0,0.0,1760000.0
Niccolò Zanellato,Serie A,MF,22.0,11.0,9.0,8.8,1.0,0.0,0.0,0.0,6.0,1.0,328.0,404.0,4.0,2.0,9.0,0.0,1760000.0
Hidde ter Avest,Serie A,DF,23.0,39.0,22.0,22.299999999999997,0.0,1.0,1.0,0.0,5.0,2.0,785.0,1065.0,19.0,14.0,10.0,2.0,1760000.0
Denis Odoi,Premier League,DF,32.0,34.0,32.0,31.8,0.0,1.0,5.0,0.0,12.0,2.0,1318.0,1603.0,12.0,11.0,23.0,0.0,1760000.0
Ralf Fährmann,Bundesliga,GK,32.0,61.0,60.0,58.5,0.0,0.0,2.0,0.0,0.0,0.0,1155.0,1751.0,2.0,0.0,0.0,0.0,1760000.0
Maxime Le Marchand,Premier League,DF,31.0,57.0,55.0,54.6,0.0,2.0,11.0,0.0,16.0,1.0,2939.0,3442.0,18.0,24.0,24.0,1.0,1760000.0
Thomas Mangani,Ligue 1,MF,33.0,106.0,90.0,87.7,8.0,8.0,12.0,1.0,96.0,23.0,4285.0,5607.0,168.0,87.0,63.0,7.0,1760000.0
Ibrahima Mbaye,Serie A,DF,26.0,70.0,57.0,59.400000000000006,3.0,3.0,16.0,2.0,24.0,8.0,2333.0,2915.0,15.0,17.0,42.0,1.0,1760000.0
Steven Skrzybski,Bundesliga,FW,28.0,32.0,17.0,17.4,4.0,3.0,3.0,0.0,37.0,9.0,244.0,377.0,18.0,6.0,17.0,9.0,1760000.0
Yassine Benzia,Ligue 1,MF,24.0,36.0,34.0,29.099999999999998,1.0,6.0,8.0,0.0,40.0,9.0,1234.0,1599.0,73.0,46.0,64.0,8.0,1760000.0
Sergio Córdova,Bundesliga,"FW,MF",23.0,75.0,19.0,24.7,7.0,3.0,4.0,0.0,45.0,14.0,389.0,531.0,27.0,8.0,32.0,14.0,1760000.0
Philipp Klement,Bundesliga,"MF,FW",28.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,114.0,147.0,12.0,5.0,1.0,0.0,1760000.0
Kevin Long,Premier League,DF,30.0,36.0,33.0,34.0,1.0,3.0,3.0,0.0,14.0,1.0,831.0,1155.0,2.0,2.0,2.0,1.0,1760000.0
Vincent Pajot,Ligue 1,MF,30.0,54.0,41.0,36.400000000000006,2.0,6.0,10.0,2.0,48.0,8.0,1216.0,1496.0,30.0,16.0,16.0,3.0,1650000.0
Umut Bozok,Ligue 1,"FW,MF",24.0,30.0,14.0,14.399999999999999,2.0,3.0,1.0,0.0,28.0,9.0,240.0,328.0,12.0,7.0,27.0,4.0,1650000.0
Saidy Janko,La Liga,DF,25.0,26.0,18.0,18.1,0.0,0.0,6.0,0.0,6.0,2.0,659.0,872.0,8.0,12.0,30.0,5.0,1650000.0
Andi Zeqiri,Premier League,"FW,DF",21.0,2.0,0.0,0.7,0.0,0.0,0.0,0.0,5.0,0.0,5.0,11.0,0.0,1.0,0.0,1.0,1650000.0
Rubén Sobrino,La Liga,"MF,FW",28.0,70.0,28.0,31.599999999999998,7.0,4.0,8.0,0.0,53.0,23.0,569.0,794.0,35.0,16.0,51.0,24.0,1650000.0
Borja García,La Liga,"MF,FW",30.0,86.0,77.0,72.1,4.0,8.0,2.0,1.0,89.0,25.0,2695.0,3275.0,113.0,84.0,112.0,15.0,1650000.0
Eliot Matazo,Ligue 1,MF,18.0,5.0,1.0,1.3,0.0,0.0,0.0,1.0,1.0,0.0,23.0,30.0,0.0,0.0,0.0,0.0,1650000.0
Milan Badelj,Serie A,MF,31.0,86.0,74.0,67.8,4.0,2.0,22.0,3.0,72.0,14.0,3522.0,4273.0,88.0,77.0,96.0,5.0,1650000.0
Riccardo Improta,Serie A,"MF,DF",27.0,17.0,9.0,11.1,1.0,0.0,4.0,0.0,21.0,5.0,302.0,415.0,11.0,13.0,10.0,6.0,1650000.0
Dimitri Liénard,Ligue 1,"MF,FW",32.0,94.0,66.0,67.7,8.0,12.0,12.0,0.0,118.0,39.0,3028.0,4023.0,137.0,76.0,75.0,13.0,1650000.0
Lilian Egloff,Bundesliga,MF,18.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1650000.0
Ibai Gómez,La Liga,FW,29.0,83.0,55.0,55.900000000000006,10.0,10.0,1.0,0.0,117.0,42.0,1409.0,2115.0,86.0,59.0,107.0,13.0,1650000.0
Bingourou Kamara,Ligue 1,GK,24.0,27.0,27.0,26.8,0.0,0.0,2.0,0.0,0.0,0.0,463.0,710.0,0.0,0.0,0.0,0.0,1650000.0
Vincent Manceau,Ligue 1,DF,31.0,100.0,98.0,98.7,1.0,1.0,5.0,0.0,42.0,7.0,4203.0,5384.0,59.0,90.0,42.0,11.0,1650000.0
Ron-Robert Zieler,Bundesliga,GK,31.0,69.0,68.0,68.6,0.0,0.0,6.0,0.0,0.0,0.0,1412.0,2525.0,2.0,1.0,3.0,0.0,1650000.0
David Timor,La Liga,MF,31.0,56.0,28.0,29.0,5.0,0.0,14.0,0.0,45.0,14.0,902.0,1269.0,20.0,14.0,6.0,2.0,1650000.0
Samuel Di Carmine,Serie A,FW,32.0,32.0,23.0,19.6,8.0,0.0,4.0,0.0,38.0,15.0,271.0,400.0,8.0,4.0,7.0,9.0,1650000.0
Gabriel Silva,Ligue 1,DF,29.0,49.0,43.0,42.5,1.0,3.0,3.0,1.0,19.0,3.0,1409.0,1834.0,24.0,38.0,28.0,11.0,1650000.0
Mehdi Zerkane,Ligue 1,"FW,MF",21.0,14.0,8.0,6.8,0.0,0.0,0.0,1.0,7.0,3.0,262.0,312.0,7.0,4.0,15.0,0.0,1650000.0
Maximiliano Olivera,Serie A,DF,27.0,8.0,4.0,4.699999999999999,0.0,0.0,1.0,0.0,4.0,1.0,223.0,283.0,4.0,6.0,2.0,0.0,1650000.0
Miguel Trauco,Ligue 1,DF,28.0,30.0,26.0,26.4,1.0,2.0,7.0,0.0,16.0,3.0,1194.0,1537.0,24.0,27.0,31.0,0.0,1650000.0
José Fonte,Ligue 1,DF,37.0,88.0,88.0,85.1,5.0,3.0,13.0,1.0,71.0,23.0,4476.0,5080.0,21.0,15.0,20.0,0.0,1650000.0
Francisco Portillo,La Liga,MF,30.0,88.0,52.0,56.4,3.0,10.0,12.0,1.0,26.0,11.0,1574.0,2145.0,56.0,110.0,108.0,11.0,1650000.0
Maxence Rivera,Ligue 1,"MF,FW",18.0,15.0,1.0,2.4,0.0,0.0,0.0,0.0,3.0,1.0,71.0,99.0,1.0,0.0,8.0,2.0,1650000.0
Luca Sangalli,La Liga,MF,24.0,29.0,17.0,15.2,1.0,4.0,0.0,0.0,18.0,10.0,420.0,577.0,18.0,16.0,24.0,3.0,1650000.0
