Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA,Current Market Value (USD)
Kylian Mbappé,Ligue 1,FW,22.0,93.0,78.0,78.80000000000001,76.0,26.0,8.0,1.0,341.0,172.0,2125.0,2723.0,151.0,121.0,282.0,173.0,198000000.0
Neymar,Ligue 1,"MF,FW",28.0,60.0,58.0,57.9,50.0,29.0,14.0,4.0,230.0,99.0,2997.0,3866.0,175.0,248.0,375.0,87.0,140800000.0
Harry Kane,Premier League,FW,27.0,112.0,109.0,107.69999999999999,77.0,19.0,15.0,0.0,423.0,171.0,1626.0,2319.0,111.0,83.0,150.0,87.0,132000000.0
Sadio Mané,Premier League,FW,28.0,117.0,110.0,104.8,56.0,17.0,10.0,1.0,284.0,123.0,3029.0,3887.0,169.0,197.0,245.0,171.0,132000000.0
Mohamed Salah,Premier League,FW,28.0,125.0,120.0,116.4,86.0,31.0,3.0,0.0,456.0,202.0,2901.0,3828.0,211.0,215.0,281.0,179.0,132000000.0
Kevin De Bruyne,Premier League,MF,29.0,107.0,94.0,90.9,26.0,48.0,8.0,0.0,273.0,91.0,5269.0,6902.0,327.0,347.0,154.0,96.0,132000000.0
Trent Alexander-Arnold,Premier League,DF,22.0,102.0,95.0,94.69999999999999,6.0,28.0,12.0,0.0,106.0,32.0,5826.0,7921.0,180.0,224.0,88.0,31.0,121000000.0
Raheem Sterling,Premier League,FW,26.0,116.0,104.0,103.2,60.0,24.0,13.0,2.0,288.0,120.0,3528.0,4294.0,174.0,176.0,244.0,221.0,121000000.0
João Félix,La Liga,FW,21.0,42.0,30.0,29.4,11.0,4.0,8.0,0.0,87.0,24.0,759.0,951.0,32.0,23.0,47.0,21.0,110000000.0
Jadon Sancho,Bundesliga,FW,20.0,93.0,73.0,74.1,32.0,39.0,4.0,0.0,132.0,59.0,3519.0,4323.0,185.0,185.0,326.0,136.0,110000000.0
Bruno Fernandes,Premier League,MF,26.0,32.0,31.0,29.599999999999998,19.0,14.0,6.0,0.0,93.0,35.0,1384.0,1922.0,86.0,75.0,27.0,13.0,99000000.0
Jan Oblak,La Liga,GK,28.0,128.0,128.0,127.7,0.0,0.0,2.0,0.0,0.0,0.0,1673.0,2929.0,1.0,1.0,5.0,0.0,99000000.0
Romelu Lukaku,Serie A,FW,27.0,119.0,102.0,102.49999999999999,63.0,12.0,13.0,0.0,280.0,135.0,1736.0,2516.0,131.0,109.0,112.0,104.0,99000000.0
Serge Gnabry,Bundesliga,FW,25.0,97.0,79.0,71.39999999999999,36.0,20.0,4.0,0.0,240.0,106.0,2368.0,3015.0,112.0,127.0,210.0,129.0,99000000.0
Joshua Kimmich,Bundesliga,"MF,DF",25.0,106.0,101.0,99.4,9.0,36.0,15.0,0.0,72.0,30.0,7436.0,8740.0,236.0,212.0,102.0,31.0,93500000.0
Kai Havertz,Premier League,"MF,FW",21.0,110.0,95.0,93.1,33.0,19.0,10.0,0.0,189.0,82.0,4083.0,4809.0,133.0,128.0,182.0,69.0,89100000.0
Alisson,Premier League,GK,28.0,119.0,119.0,118.3,0.0,1.0,3.0,1.0,0.0,0.0,3190.0,3837.0,3.0,1.0,8.0,0.0,88000000.0
Alphonso Davies,Bundesliga,"DF,FW",20.0,44.0,32.0,32.7,4.0,5.0,6.0,1.0,15.0,7.0,2066.0,2377.0,39.0,40.0,119.0,29.0,88000000.0
Virgil van Dijk,Premier League,DF,29.0,107.0,106.0,104.69999999999999,10.0,3.0,4.0,0.0,94.0,30.0,7311.0,8140.0,17.0,19.0,17.0,2.0,88000000.0
Lionel Messi,La Liga,"FW,MF",33.0,120.0,109.0,111.7,106.0,48.0,13.0,0.0,611.0,285.0,5728.0,7218.0,298.0,473.0,616.0,188.0,88000000.0
Marcus Rashford,Premier League,FW,23.0,117.0,91.0,92.4,41.0,23.0,12.0,1.0,271.0,117.0,2229.0,2965.0,117.0,138.0,215.0,122.0,88000000.0
Ansu Fati,La Liga,FW,18.0,31.0,17.0,16.2,11.0,1.0,3.0,1.0,47.0,19.0,620.0,743.0,26.0,20.0,43.0,55.0,88000000.0
Matthijs de Ligt,Serie A,DF,21.0,38.0,35.0,36.2,4.0,0.0,7.0,0.0,22.0,10.0,2056.0,2235.0,5.0,4.0,3.0,0.0,82500000.0
Thibaut Courtois,La Liga,GK,28.0,114.0,114.0,114.0,0.0,0.0,5.0,0.0,2.0,1.0,2737.0,3539.0,0.0,1.0,1.0,0.0,82500000.0
Andrew Robertson,Premier League,DF,26.0,112.0,110.0,109.9,4.0,33.0,9.0,0.0,54.0,15.0,7312.0,8991.0,171.0,204.0,89.0,49.0,82500000.0
Marc-André ter Stegen,La Liga,GK,28.0,120.0,120.0,120.0,0.0,2.0,1.0,0.0,0.0,0.0,3341.0,3892.0,3.0,2.0,2.0,0.0,82500000.0
Roberto Firmino,Premier League,FW,29.0,127.0,115.0,109.30000000000001,41.0,24.0,2.0,0.0,297.0,119.0,3344.0,4305.0,163.0,157.0,200.0,90.0,79200000.0
Casemiro,La Liga,MF,28.0,109.0,105.0,102.3,15.0,6.0,34.0,1.0,125.0,36.0,5455.0,6357.0,48.0,59.0,62.0,8.0,77000000.0
Bernardo Silva,Premier League,"FW,MF",26.0,116.0,78.0,80.10000000000001,19.0,18.0,9.0,0.0,147.0,54.0,4081.0,4773.0,158.0,143.0,143.0,127.0,77000000.0
Mikel Oyarzabal,La Liga,"MF,FW",23.0,123.0,115.0,109.8,42.0,22.0,11.0,0.0,214.0,85.0,2580.0,3540.0,152.0,116.0,191.0,60.0,77000000.0
Lautaro Martínez,Serie A,FW,23.0,80.0,56.0,56.0,29.0,8.0,15.0,1.0,240.0,82.0,708.0,1057.0,65.0,41.0,85.0,45.0,77000000.0
Timo Werner,Premier League,FW,24.0,115.0,106.0,102.19999999999999,61.0,26.0,6.0,0.0,352.0,152.0,2277.0,3149.0,123.0,117.0,189.0,207.0,77000000.0
Leroy Sané,Bundesliga,"FW,MF",25.0,78.0,55.0,56.099999999999994,24.0,30.0,6.0,0.0,133.0,51.0,1911.0,2453.0,108.0,96.0,171.0,99.0,77000000.0
Marquinhos,Ligue 1,DF,26.0,87.0,81.0,82.5,7.0,4.0,5.0,1.0,49.0,13.0,5537.0,5957.0,16.0,35.0,24.0,1.0,77000000.0
Federico Valverde,La Liga,MF,22.0,88.0,47.0,50.400000000000006,5.0,6.0,5.0,0.0,57.0,22.0,2161.0,2535.0,49.0,42.0,65.0,15.0,77000000.0
Paulo Dybala,Serie A,FW,27.0,107.0,83.0,80.89999999999999,40.0,15.0,7.0,0.0,302.0,102.0,3799.0,4545.0,194.0,144.0,222.0,74.0,77000000.0
Raphaël Varane,La Liga,DF,27.0,108.0,107.0,104.80000000000001,5.0,2.0,5.0,1.0,46.0,10.0,5038.0,5658.0,16.0,8.0,33.0,0.0,77000000.0
Frenkie de Jong,La Liga,MF,23.0,47.0,41.0,40.4,4.0,4.0,5.0,1.0,12.0,7.0,2721.0,2970.0,44.0,39.0,61.0,14.0,71500000.0
José María Giménez,La Liga,DF,26.0,72.0,61.0,64.1,1.0,1.0,15.0,0.0,46.0,9.0,2194.0,2663.0,5.0,6.0,15.0,1.0,71500000.0
Paul Pogba,Premier League,"MF,FW",27.0,93.0,83.0,82.3,22.0,22.0,13.0,1.0,210.0,74.0,4647.0,5604.0,129.0,155.0,173.0,33.0,71500000.0
David Alaba,Bundesliga,DF,28.0,97.0,87.0,87.19999999999999,7.0,6.0,6.0,0.0,95.0,31.0,6116.0,7093.0,81.0,109.0,55.0,23.0,71500000.0
Rodri,Premier League,MF,24.0,122.0,113.0,109.0,7.0,6.0,24.0,0.0,99.0,30.0,7533.0,8259.0,83.0,50.0,93.0,9.0,70400000.0
Koke,La Liga,MF,29.0,113.0,106.0,103.2,11.0,13.0,23.0,1.0,78.0,29.0,5651.0,6850.0,184.0,108.0,91.0,14.0,66000000.0
Phil Foden,Premier League,"FW,MF",20.0,54.0,19.0,22.0,10.0,5.0,0.0,0.0,67.0,27.0,971.0,1142.0,39.0,30.0,62.0,32.0,66000000.0
Aymeric Laporte,Premier League,DF,26.0,82.0,80.0,78.2,4.0,3.0,11.0,0.0,45.0,10.0,5633.0,6219.0,26.0,21.0,12.0,2.0,66000000.0
Saúl Ñíguez,La Liga,"MF,DF",26.0,117.0,109.0,109.49999999999999,13.0,5.0,32.0,0.0,159.0,41.0,4411.0,5530.0,59.0,76.0,137.0,28.0,66000000.0
Rúben Dias,Premier League,DF,23.0,15.0,15.0,14.8,0.0,0.0,2.0,0.0,8.0,4.0,1152.0,1239.0,1.0,2.0,1.0,0.0,66000000.0
Cristiano Ronaldo,Serie A,FW,35.0,105.0,103.0,100.79999999999998,93.0,19.0,7.0,0.0,604.0,223.0,3052.0,3720.0,149.0,116.0,178.0,172.0,66000000.0
Gianluigi Donnarumma,Serie A,GK,21.0,127.0,127.0,124.9,0.0,0.0,10.0,0.0,0.0,0.0,3081.0,3933.0,3.0,0.0,3.0,0.0,66000000.0
Fabinho,Premier League,"DF,MF",27.0,106.0,92.0,94.9,10.0,8.0,23.0,0.0,54.0,13.0,5535.0,6347.0,71.0,77.0,62.0,11.0,66000000.0
Kalidou Koulibaly,Serie A,DF,29.0,108.0,107.0,104.80000000000001,7.0,3.0,24.0,3.0,60.0,17.0,7365.0,8125.0,26.0,21.0,42.0,9.0,66000000.0
Eduardo Camavinga,Ligue 1,MF,18.0,50.0,41.0,40.099999999999994,2.0,3.0,7.0,0.0,30.0,7.0,1703.0,1912.0,19.0,15.0,41.0,8.0,66000000.0
Gabriel Jesus,Premier League,FW,23.0,101.0,56.0,60.900000000000006,36.0,14.0,11.0,0.0,214.0,102.0,1471.0,1762.0,76.0,35.0,122.0,47.0,66000000.0
N'Golo Kanté,Premier League,MF,29.0,109.0,107.0,103.29999999999998,8.0,6.0,15.0,0.0,77.0,18.0,5581.0,6375.0,122.0,117.0,129.0,20.0,66000000.0
Christian Pulisic,Premier League,"FW,MF",22.0,89.0,64.0,64.8,18.0,13.0,4.0,0.0,145.0,55.0,1883.0,2456.0,83.0,98.0,236.0,120.0,66000000.0
Marco Verratti,Ligue 1,MF,28.0,81.0,69.0,67.1,0.0,12.0,25.0,2.0,20.0,6.0,6478.0,7082.0,95.0,151.0,120.0,17.0,66000000.0
Antoine Griezmann,La Liga,"FW,MF",29.0,121.0,113.0,104.8,48.0,25.0,15.0,1.0,274.0,123.0,3401.0,4316.0,166.0,162.0,104.0,75.0,66000000.0
Dayot Upamecano,Bundesliga,DF,22.0,86.0,81.0,79.6,4.0,1.0,19.0,2.0,42.0,18.0,4642.0,5334.0,19.0,23.0,60.0,1.0,66000000.0
Leon Goretzka,Bundesliga,MF,25.0,93.0,71.0,72.0,20.0,13.0,9.0,0.0,155.0,59.0,3078.0,3600.0,59.0,75.0,68.0,22.0,66000000.0
Richarlison,Premier League,FW,23.0,122.0,112.0,106.3,33.0,11.0,19.0,2.0,309.0,96.0,1862.0,2835.0,84.0,81.0,204.0,147.0,66000000.0
Robert Lewandowski,Bundesliga,FW,32.0,109.0,102.0,101.8,106.0,18.0,10.0,0.0,454.0,182.0,1960.0,2538.0,120.0,104.0,178.0,94.0,66000000.0
Ederson,Premier League,GK,27.0,125.0,125.0,123.6,0.0,1.0,7.0,1.0,0.0,0.0,3059.0,3536.0,5.0,1.0,2.0,0.0,61600000.0
Stefan de Vrij,Serie A,DF,28.0,114.0,111.0,108.3,13.0,3.0,12.0,0.0,56.0,23.0,5322.0,5797.0,23.0,18.0,27.0,0.0,60500000.0
Declan Rice,Premier League,MF,22.0,117.0,106.0,106.3,3.0,4.0,12.0,0.0,72.0,17.0,4084.0,4802.0,47.0,45.0,91.0,12.0,60500000.0
Anthony Martial,Premier League,FW,25.0,103.0,79.0,75.6,38.0,16.0,4.0,1.0,194.0,88.0,2008.0,2561.0,106.0,103.0,177.0,127.0,60500000.0
Nicolò Barella,Serie A,MF,23.0,114.0,107.0,104.99999999999999,10.0,14.0,39.0,4.0,128.0,31.0,4513.0,5690.0,121.0,159.0,188.0,46.0,60500000.0
Mauro Icardi,Ligue 1,FW,27.0,90.0,76.0,76.69999999999999,55.0,8.0,2.0,0.0,215.0,94.0,839.0,1128.0,82.0,41.0,37.0,34.0,60500000.0
James Maddison,Premier League,"MF,FW",24.0,84.0,76.0,73.10000000000001,19.0,12.0,11.0,1.0,189.0,55.0,2985.0,3888.0,212.0,115.0,120.0,40.0,60500000.0
Pedri,La Liga,MF,18.0,18.0,12.0,12.3,2.0,2.0,1.0,0.0,13.0,3.0,637.0,744.0,26.0,18.0,14.0,8.0,55000000.0
Youri Tielemans,Premier League,MF,23.0,116.0,101.0,98.0,15.0,14.0,14.0,0.0,166.0,52.0,4393.0,5494.0,118.0,93.0,111.0,22.0,55000000.0
Rúben Neves,Premier League,MF,23.0,92.0,84.0,81.9,8.0,5.0,20.0,0.0,167.0,34.0,4007.0,4918.0,63.0,53.0,46.0,1.0,55000000.0
Victor Osimhen,Serie A,FW,22.0,45.0,33.0,33.8,15.0,5.0,5.0,0.0,116.0,44.0,352.0,548.0,30.0,5.0,29.0,33.0,55000000.0
Toni Kroos,La Liga,MF,31.0,106.0,97.0,92.6,10.0,15.0,12.0,0.0,150.0,53.0,7217.0,8104.0,223.0,108.0,62.0,25.0,55000000.0
Achraf Hakimi,Serie A,DF,22.0,81.0,68.0,70.60000000000001,15.0,18.0,12.0,0.0,83.0,39.0,4339.0,5148.0,71.0,99.0,164.0,76.0,55000000.0
Thomas Partey,La Liga,MF,27.0,110.0,86.0,84.0,9.0,5.0,30.0,1.0,100.0,20.0,4214.0,5050.0,51.0,71.0,142.0,10.0,55000000.0
Álvaro Morata,Serie A,FW,28.0,109.0,84.0,78.7,38.0,14.0,23.0,2.0,232.0,99.0,1303.0,1856.0,84.0,41.0,90.0,63.0,55000000.0
Jorginho,Premier League,MF,29.0,112.0,105.0,98.7,11.0,6.0,23.0,0.0,46.0,10.0,7974.0,9003.0,108.0,134.0,53.0,3.0,55000000.0
Jack Grealish,Premier League,"FW,MF",25.0,51.0,51.0,50.9,13.0,13.0,12.0,0.0,111.0,34.0,1755.0,2227.0,147.0,122.0,122.0,118.0,55000000.0
Mason Greenwood,Premier League,FW,19.0,46.0,21.0,23.0,11.0,1.0,1.0,0.0,64.0,29.0,656.0,776.0,22.0,16.0,38.0,30.0,55000000.0
Eden Hazard,La Liga,FW,30.0,93.0,78.0,74.2,30.0,22.0,4.0,0.0,181.0,88.0,3431.0,4195.0,198.0,206.0,301.0,200.0,55000000.0
Ben Chilwell,Premier League,DF,24.0,103.0,99.0,98.0,5.0,13.0,10.0,2.0,52.0,23.0,4850.0,6541.0,112.0,99.0,108.0,52.0,55000000.0
Houssem Aouar,Ligue 1,MF,22.0,110.0,99.0,94.7,19.0,18.0,8.0,1.0,208.0,69.0,4529.0,5291.0,125.0,96.0,234.0,75.0,55000000.0
Philippe Coutinho,La Liga,"MF,FW",28.0,101.0,74.0,72.1,30.0,21.0,3.0,0.0,241.0,104.0,3693.0,4466.0,140.0,176.0,211.0,91.0,55000000.0
Alessandro Bastoni,Serie A,DF,21.0,68.0,54.0,55.7,3.0,2.0,14.0,1.0,18.0,8.0,2803.0,3195.0,23.0,21.0,26.0,4.0,55000000.0
Diego Carlos,La Liga,DF,27.0,115.0,114.0,112.19999999999999,5.0,0.0,25.0,1.0,93.0,16.0,4621.0,5492.0,25.0,18.0,27.0,0.0,55000000.0
Theo Hernández,Serie A,DF,23.0,85.0,79.0,79.0,11.0,9.0,21.0,1.0,96.0,33.0,3831.0,4633.0,87.0,86.0,151.0,64.0,55000000.0
Luis Alberto,Serie A,MF,28.0,113.0,109.0,100.60000000000001,27.0,34.0,18.0,1.0,282.0,81.0,4949.0,6477.0,318.0,280.0,199.0,70.0,55000000.0
Ousmane Dembélé,La Liga,"FW,MF",23.0,63.0,42.0,39.900000000000006,14.0,12.0,4.0,1.0,80.0,35.0,1737.0,2212.0,98.0,105.0,182.0,84.0,55000000.0
Marcos Llorente,La Liga,"MF,FW",25.0,65.0,39.0,39.7,9.0,6.0,8.0,0.0,41.0,17.0,1489.0,1752.0,33.0,29.0,49.0,24.0,55000000.0
Pau Torres,La Liga,DF,24.0,54.0,51.0,51.6,4.0,1.0,7.0,0.0,14.0,4.0,2791.0,3212.0,10.0,4.0,26.0,0.0,55000000.0
Jules Koundé,La Liga,DF,22.0,99.0,94.0,95.4,4.0,3.0,13.0,0.0,57.0,11.0,4506.0,5311.0,19.0,26.0,61.0,9.0,55000000.0
Wilfried Zaha,Premier League,FW,28.0,117.0,115.0,114.30000000000001,31.0,13.0,22.0,1.0,241.0,83.0,2568.0,3405.0,153.0,206.0,452.0,249.0,55000000.0
Lucas Hernández,Bundesliga,DF,24.0,69.0,55.0,53.7,1.0,3.0,16.0,2.0,20.0,4.0,2485.0,3030.0,22.0,28.0,45.0,10.0,55000000.0
Federico Chiesa,Serie A,"MF,DF",23.0,123.0,114.0,109.0,28.0,17.0,19.0,1.0,379.0,124.0,2373.0,3291.0,173.0,170.0,274.0,185.0,52800000.0
Riyad Mahrez,Premier League,"FW,DF",29.0,108.0,79.0,78.6,34.0,24.0,2.0,0.0,226.0,100.0,3157.0,3975.0,169.0,191.0,196.0,128.0,52800000.0
Niklas Süle,Bundesliga,DF,25.0,76.0,64.0,65.9,5.0,2.0,6.0,0.0,51.0,14.0,5054.0,5449.0,13.0,26.0,10.0,2.0,52800000.0
Lorenzo Insigne,Serie A,FW,29.0,116.0,108.0,101.1,35.0,26.0,13.0,2.0,471.0,153.0,5297.0,6437.0,260.0,230.0,209.0,165.0,52800000.0
Rodrigo Bentancur,Serie A,MF,23.0,97.0,63.0,65.0,2.0,12.0,21.0,1.0,52.0,11.0,3765.0,4288.0,88.0,56.0,82.0,12.0,50600000.0
Mason Mount,Premier League,"MF,FW",22.0,55.0,49.0,48.9,9.0,8.0,5.0,0.0,114.0,39.0,1979.0,2402.0,102.0,55.0,73.0,40.0,49500000.0
Wilfred Ndidi,Premier League,"MF,DF",24.0,113.0,108.0,107.60000000000001,5.0,4.0,24.0,4.0,127.0,17.0,4773.0,5888.0,45.0,25.0,99.0,2.0,49500000.0
Dominic Calvert-Lewin,Premier League,FW,23.0,119.0,83.0,85.5,34.0,9.0,19.0,0.0,225.0,94.0,1230.0,1876.0,53.0,40.0,90.0,60.0,49500000.0
Ciro Immobile,Serie A,FW,30.0,122.0,115.0,111.00000000000001,92.0,23.0,20.0,2.0,397.0,165.0,2380.0,3104.0,165.0,103.0,124.0,134.0,49500000.0
Hakim Ziyech,Premier League,FW,27.0,10.0,7.0,6.1,1.0,3.0,3.0,0.0,16.0,5.0,266.0,369.0,14.0,17.0,7.0,4.0,49500000.0
Dejan Kulusevski,Serie A,"MF,FW",20.0,55.0,40.0,42.300000000000004,13.0,9.0,7.0,0.0,76.0,29.0,1242.0,1585.0,96.0,62.0,106.0,79.0,49500000.0
Benjamin Pavard,Bundesliga,DF,24.0,107.0,105.0,104.4,5.0,4.0,12.0,0.0,54.0,15.0,5806.0,6803.0,42.0,72.0,44.0,7.0,49500000.0
Nicolò Zaniolo,Serie A,"FW,MF",20.0,53.0,36.0,36.3,10.0,4.0,16.0,0.0,96.0,40.0,807.0,1031.0,41.0,29.0,116.0,40.0,49500000.0
Lucas Ocampos,La Liga,FW,26.0,116.0,101.0,99.0,30.0,17.0,29.0,2.0,243.0,83.0,2342.0,3102.0,95.0,91.0,280.0,112.0,49500000.0
Rodrygo,La Liga,FW,20.0,30.0,16.0,16.0,2.0,4.0,0.0,0.0,26.0,11.0,565.0,683.0,25.0,28.0,37.0,32.0,49500000.0
Memphis Depay,Ligue 1,FW,26.0,105.0,85.0,86.5,49.0,26.0,9.0,0.0,314.0,122.0,2835.0,3878.0,275.0,158.0,213.0,104.0,49500000.0
Ibrahima Konaté,Bundesliga,DF,21.0,58.0,51.0,51.1,2.0,1.0,10.0,0.0,20.0,4.0,1850.0,2263.0,10.0,11.0,30.0,3.0,44550000.0
Marcus Thuram,Bundesliga,"FW,MF",23.0,108.0,87.0,82.3,24.0,11.0,12.0,3.0,193.0,86.0,1582.0,2289.0,88.0,61.0,266.0,108.0,44000000.0
Andrea Belotti,Serie A,FW,27.0,122.0,117.0,116.7,50.0,15.0,13.0,0.0,362.0,123.0,1744.0,2554.0,117.0,81.0,146.0,118.0,44000000.0
Tammy Abraham,Premier League,FW,23.0,81.0,49.0,53.8,26.0,5.0,2.0,0.0,161.0,62.0,628.0,916.0,36.0,14.0,55.0,23.0,44000000.0
Ferland Mendy,La Liga,DF,25.0,96.0,82.0,84.50000000000001,3.0,8.0,15.0,1.0,59.0,16.0,4685.0,5501.0,100.0,97.0,167.0,58.0,44000000.0
Clément Lenglet,La Liga,DF,25.0,102.0,97.0,94.6,7.0,2.0,35.0,4.0,35.0,12.0,5317.0,5960.0,13.0,13.0,21.0,0.0,44000000.0
Martin Ødegaard,La Liga,"MF,FW",22.0,38.0,32.0,30.700000000000003,4.0,6.0,3.0,0.0,52.0,17.0,1455.0,1792.0,65.0,75.0,66.0,20.0,44000000.0
Presnel Kimpembe,Ligue 1,DF,25.0,80.0,74.0,72.4,0.0,1.0,22.0,5.0,24.0,7.0,4809.0,5117.0,12.0,8.0,37.0,0.0,44000000.0
Aaron Wan-Bissaka,Premier League,DF,23.0,93.0,92.0,91.9,1.0,8.0,13.0,1.0,21.0,3.0,3741.0,4729.0,50.0,55.0,166.0,34.0,44000000.0
Franck Kessié,Serie A,MF,24.0,123.0,120.0,118.3,23.0,6.0,25.0,0.0,180.0,47.0,5262.0,6102.0,127.0,118.0,157.0,59.0,44000000.0
Ángel Correa,La Liga,"FW,MF",25.0,122.0,80.0,79.3,18.0,18.0,18.0,3.0,141.0,60.0,1951.0,2630.0,103.0,82.0,198.0,84.0,44000000.0
Pierre-Emerick Aubameyang,Premier League,FW,31.0,118.0,110.0,109.3,72.0,16.0,6.0,2.0,298.0,129.0,1952.0,2762.0,98.0,117.0,87.0,114.0,44000000.0
Donny van de Beek,Premier League,"MF,FW",23.0,10.0,2.0,2.9,1.0,0.0,0.0,0.0,1.0,1.0,115.0,139.0,2.0,1.0,2.0,0.0,44000000.0
Kyle Walker,Premier League,DF,30.0,107.0,102.0,100.4,3.0,12.0,12.0,2.0,54.0,10.0,7281.0,8346.0,76.0,92.0,100.0,39.0,44000000.0
Joe Gomez,Premier League,DF,23.0,74.0,61.0,61.800000000000004,0.0,2.0,12.0,0.0,10.0,1.0,4204.0,4888.0,27.0,33.0,36.0,4.0,44000000.0
Ismaël Bennacer,Serie A,MF,23.0,77.0,67.0,67.6,1.0,6.0,22.0,0.0,42.0,7.0,3653.0,4270.0,65.0,63.0,144.0,10.0,44000000.0
Nicolas Pépé,Premier League,"FW,MF",25.0,117.0,94.0,96.2,42.0,22.0,10.0,1.0,236.0,98.0,2534.0,3293.0,151.0,119.0,300.0,99.0,44000000.0
Bukayo Saka,Premier League,"FW,DF",19.0,44.0,35.0,35.3,5.0,6.0,6.0,0.0,53.0,20.0,1122.0,1477.0,42.0,35.0,57.0,35.0,44000000.0
Wissam Ben Yedder,Ligue 1,FW,30.0,105.0,92.0,89.6,54.0,20.0,8.0,2.0,224.0,104.0,1910.0,2541.0,132.0,103.0,133.0,94.0,44000000.0
Harry Maguire,Premier League,DF,27.0,125.0,125.0,122.8,7.0,5.0,23.0,1.0,116.0,32.0,5876.0,6932.0,40.0,21.0,57.0,8.0,44000000.0
Renan Lodi,La Liga,DF,22.0,41.0,33.0,31.8,1.0,3.0,7.0,1.0,20.0,4.0,1194.0,1582.0,23.0,39.0,22.0,12.0,44000000.0
Nathan Aké,Premier League,DF,25.0,111.0,109.0,108.19999999999999,9.0,5.0,13.0,0.0,68.0,24.0,4265.0,4960.0,17.0,20.0,13.0,0.0,44000000.0
Naby Keïta,Premier League,MF,25.0,77.0,54.0,50.7,10.0,9.0,9.0,2.0,91.0,29.0,2729.0,3206.0,66.0,92.0,135.0,27.0,44000000.0
Denis Zakaria,Bundesliga,"MF,FW",24.0,94.0,77.0,73.9,9.0,3.0,27.0,0.0,81.0,20.0,2493.0,2896.0,42.0,37.0,137.0,18.0,44000000.0
Adama Traoré,Premier League,"FW,DF",24.0,110.0,63.0,67.7,9.0,15.0,7.0,0.0,104.0,32.0,1672.0,2367.0,135.0,97.0,342.0,119.0,44000000.0
Davinson Sánchez,Premier League,DF,24.0,90.0,84.0,82.8,1.0,1.0,9.0,1.0,34.0,6.0,4558.0,5150.0,6.0,2.0,18.0,0.0,44000000.0
Mikel Merino,La Liga,MF,24.0,107.0,90.0,89.1,10.0,7.0,26.0,1.0,107.0,35.0,3641.0,4685.0,73.0,85.0,109.0,13.0,44000000.0
Diogo Jota,Premier League,FW,24.0,76.0,61.0,57.199999999999996,21.0,6.0,15.0,0.0,146.0,60.0,1451.0,1864.0,65.0,49.0,162.0,88.0,44000000.0
Georginio Wijnaldum,Premier League,MF,30.0,123.0,110.0,105.4,9.0,2.0,4.0,0.0,118.0,35.0,5013.0,5518.0,73.0,66.0,139.0,20.0,44000000.0
Kingsley Coman,Bundesliga,"FW,MF",24.0,78.0,54.0,53.3,15.0,17.0,5.0,0.0,121.0,55.0,1944.0,2457.0,102.0,112.0,210.0,128.0,44000000.0
Raúl Jiménez,Premier League,FW,29.0,86.0,83.0,79.69999999999999,34.0,13.0,7.0,0.0,253.0,81.0,1728.0,2344.0,92.0,72.0,127.0,82.0,44000000.0
Dele Alli,Premier League,"MF,FW",24.0,90.0,78.0,74.60000000000001,22.0,17.0,13.0,0.0,156.0,55.0,2469.0,3153.0,110.0,111.0,133.0,52.0,41800000.0
Lukas Klostermann,Bundesliga,DF,24.0,90.0,81.0,79.4,9.0,2.0,5.0,0.0,39.0,16.0,3478.0,4297.0,49.0,52.0,39.0,15.0,41800000.0
Duván Zapata,Serie A,FW,29.0,113.0,94.0,90.0,59.0,20.0,7.0,0.0,298.0,125.0,1706.0,2284.0,142.0,80.0,167.0,96.0,41800000.0
Hirving Lozano,Serie A,FW,25.0,43.0,25.0,24.700000000000003,12.0,3.0,6.0,0.0,74.0,33.0,547.0,731.0,41.0,30.0,44.0,57.0,41800000.0
Lorenzo Pellegrini,Serie A,"MF,FW",24.0,98.0,84.0,78.0,10.0,17.0,19.0,2.0,170.0,53.0,3091.0,4021.0,209.0,136.0,115.0,37.0,40700000.0
Moussa Diaby,Bundesliga,"FW,MF",21.0,72.0,46.0,49.400000000000006,10.0,15.0,8.0,0.0,100.0,45.0,1417.0,1863.0,76.0,73.0,146.0,95.0,39600000.0
Alessio Romagnoli,Serie A,DF,26.0,109.0,108.0,106.0,6.0,1.0,23.0,3.0,47.0,13.0,5363.0,5873.0,20.0,7.0,9.0,1.0,39600000.0
João Cancelo,Premier League,"DF,MF",26.0,82.0,68.0,69.1,2.0,6.0,17.0,0.0,67.0,16.0,4361.0,5298.0,113.0,150.0,200.0,56.0,39600000.0
Raphaël Guerreiro,Bundesliga,DF,27.0,75.0,61.0,60.8,13.0,15.0,6.0,0.0,103.0,43.0,4106.0,4771.0,114.0,101.0,128.0,31.0,38500000.0
Kurt Zouma,Premier League,DF,26.0,109.0,101.0,102.1,7.0,2.0,12.0,1.0,66.0,23.0,4826.0,5659.0,15.0,13.0,37.0,1.0,38500000.0
Marco Asensio,La Liga,FW,24.0,87.0,49.0,52.6,11.0,11.0,6.0,0.0,122.0,48.0,2351.0,2845.0,104.0,115.0,87.0,58.0,38500000.0
