Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA
Alessio Cerci,Serie A,"FW,MF",30.0,24.0,22.0,18.2,3.0,1.0,1.0,0.0,41.0,12.0,318.0,487.0,21.0,17.0,31.0,19.0
Alessio Cragno,Serie A,GK,26.0,101.0,101.0,100.2,0.0,0.0,3.0,0.0,0.0,0.0,1996.0,3009.0,2.0,2.0,0.0,0.0
Alessio Romagnoli,Serie A,DF,26.0,109.0,108.0,106.0,6.0,1.0,23.0,3.0,47.0,13.0,5363.0,5873.0,20.0,7.0,9.0,1.0
Alessio da Cruz,Serie A,"FW,MF",21.0,3.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,23.0,29.0,0.0,0.0,4.0,1.0
Alex Cordaz,Serie A,GK,38.0,56.0,56.0,56.0,0.0,0.0,2.0,0.0,0.0,0.0,1089.0,1846.0,2.0,0.0,0.0,0.0
Alex Ferrari,Serie A,DF,26.0,48.0,47.0,45.0,1.0,1.0,12.0,0.0,13.0,2.0,1545.0,1969.0,7.0,14.0,35.0,2.0
Alex Iwobi,Premier League,"FW,DF",24.0,101.0,72.0,69.60000000000001,8.0,13.0,1.0,0.0,112.0,48.0,2553.0,3240.0,108.0,146.0,151.0,108.0
Alex McCarthy,Premier League,GK,31.0,88.0,88.0,88.0,0.0,0.0,4.0,0.0,0.0,0.0,1320.0,2428.0,1.0,2.0,4.0,0.0
Alex Meret,Serie A,GK,23.0,56.0,54.0,54.400000000000006,0.0,0.0,0.0,1.0,0.0,0.0,1170.0,1516.0,1.0,0.0,0.0,0.0
Alex Oxlade-Chamberlain,Premier League,"MF,FW",27.0,70.0,35.0,36.9,7.0,9.0,4.0,0.0,91.0,28.0,1356.0,1752.0,58.0,80.0,87.0,27.0
Alex Pritchard,Premier League,"MF,FW",25.0,44.0,38.0,34.2,3.0,1.0,3.0,0.0,69.0,19.0,954.0,1371.0,55.0,41.0,59.0,26.0
Alex Sandro,Serie A,DF,29.0,93.0,82.0,80.9,6.0,8.0,19.0,0.0,64.0,20.0,4968.0,5926.0,105.0,144.0,109.0,34.0
Alex Sola,La Liga,DF,19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,61.0,76.0,1.0,1.0,3.0,0.0
Alex Telles,Premier League,DF,28.0,6.0,5.0,4.8,0.0,1.0,0.0,0.0,3.0,1.0,301.0,379.0,8.0,9.0,2.0,0.0
Alexander,La Liga,DF,29.0,14.0,13.0,11.799999999999999,2.0,2.0,1.0,0.0,19.0,5.0,224.0,333.0,13.0,11.0,13.0,6.0
Alexander Djiku,Ligue 1,"DF,MF",26.0,100.0,97.0,96.0,2.0,1.0,30.0,1.0,53.0,10.0,3823.0,4533.0,13.0,14.0,40.0,2.0
Alexander Esswein,Bundesliga,"FW,MF",29.0,40.0,22.0,23.2,2.0,1.0,4.0,0.0,39.0,15.0,530.0,771.0,25.0,23.0,19.0,18.0
Alexander Fuchs,Bundesliga,MF,21.0,9.0,8.0,7.3,1.0,0.0,3.0,0.0,6.0,1.0,182.0,243.0,9.0,2.0,7.0,0.0
Alexander Hack,Bundesliga,DF,27.0,55.0,45.0,45.4,3.0,1.0,6.0,0.0,34.0,8.0,1626.0,2094.0,16.0,17.0,20.0,0.0
Alexander Isak,La Liga,FW,21.0,57.0,26.0,28.2,13.0,2.0,6.0,0.0,81.0,35.0,382.0,516.0,20.0,20.0,40.0,31.0
Alexander Kačaniklić,Ligue 1,"MF,FW",25.0,9.0,3.0,3.5,0.0,1.0,0.0,0.0,3.0,1.0,64.0,96.0,1.0,3.0,5.0,2.0
Alexander Meier,Bundesliga,FW,34.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
Alexander Nübel,Bundesliga,GK,22.0,45.0,44.0,43.8,0.0,0.0,2.0,2.0,0.0,0.0,1088.0,1558.0,1.0,1.0,1.0,0.0
Alexander Schwolow,Bundesliga,GK,28.0,107.0,107.0,105.5,0.0,1.0,1.0,0.0,1.0,0.0,2809.0,4175.0,5.0,3.0,1.0,0.0
Alexander Søderlund,Ligue 1,"FW,MF",29.0,12.0,2.0,4.0,0.0,0.0,0.0,1.0,12.0,3.0,51.0,68.0,4.0,3.0,1.0,2.0
Alexander Sørloth,Bundesliga,FW,25.0,31.0,9.0,13.399999999999999,1.0,1.0,1.0,0.0,34.0,11.0,242.0,358.0,17.0,7.0,13.0,12.0
Alexander Tettey,Premier League,"MF,DF",33.0,30.0,28.0,26.0,1.0,1.0,5.0,0.0,23.0,3.0,1100.0,1242.0,5.0,4.0,19.0,0.0
Alexandre Lacazette,Premier League,FW,29.0,113.0,87.0,84.6,44.0,16.0,13.0,0.0,226.0,103.0,1701.0,2267.0,96.0,113.0,127.0,46.0
Alexandre Lauray,Ligue 1,DF,21.0,3.0,3.0,2.9,0.0,0.0,1.0,0.0,0.0,0.0,190.0,217.0,0.0,0.0,2.0,0.0
Alexandre Letellier,Ligue 1,GK,26.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,256.0,0.0,0.0,0.0,0.0
Alexandre Mendy,Ligue 1,"FW,MF",25.0,52.0,25.0,27.4,10.0,1.0,7.0,0.0,83.0,25.0,328.0,446.0,20.0,9.0,21.0,15.0
Alexandre Olliero,Ligue 1,GK,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,0.0,0.0,0.0,0.0
Alexandre Oukidja,Ligue 1,GK,32.0,63.0,62.0,61.7,0.0,0.0,7.0,0.0,0.0,0.0,1052.0,1918.0,6.0,2.0,4.0,0.0
Alexandru Maxim,Bundesliga,MF,29.0,49.0,14.0,18.3,3.0,2.0,8.0,0.0,47.0,7.0,699.0,925.0,41.0,19.0,34.0,13.0
Alexis,La Liga,DF,31.0,28.0,25.0,24.3,1.0,0.0,6.0,0.0,14.0,3.0,523.0,731.0,3.0,4.0,5.0,1.0
Alexis Alegue,Ligue 1,FW,21.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Alexis Blin,Ligue 1,MF,22.0,77.0,66.0,63.6,2.0,5.0,13.0,0.0,22.0,5.0,2214.0,2721.0,21.0,16.0,26.0,2.0
Alexis Claude-Maurice,Ligue 1,"FW,MF",22.0,35.0,24.0,24.1,2.0,2.0,2.0,0.0,51.0,15.0,665.0,795.0,26.0,20.0,59.0,18.0
Alexis Mac Allister,Premier League,"FW,MF",22.0,16.0,7.0,7.0,1.0,1.0,0.0,0.0,12.0,2.0,162.0,227.0,9.0,3.0,9.0,1.0
Alexis Saelemaekers,Serie A,FW,21.0,27.0,17.0,17.1,3.0,0.0,6.0,2.0,22.0,5.0,547.0,699.0,25.0,19.0,24.0,14.0
Alexis Sánchez,Serie A,FW,32.0,84.0,55.0,55.19999999999999,16.0,19.0,12.0,1.0,148.0,60.0,1899.0,2637.0,141.0,185.0,154.0,63.0
Alexis Trouillet,Ligue 1,MF,20.0,4.0,0.0,0.7,0.0,0.0,0.0,0.0,2.0,0.0,46.0,56.0,2.0,2.0,1.0,1.0
Aleš Matějů,Serie A,DF,23.0,31.0,28.0,28.3,0.0,1.0,10.0,1.0,6.0,4.0,944.0,1154.0,10.0,10.0,18.0,1.0
Alfa Semedo,La Liga,MF,20.0,3.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,18.0,25.0,1.0,0.0,3.0,1.0
Alfie Mawson,Premier League,DF,24.0,53.0,51.0,50.6,2.0,1.0,5.0,0.0,20.0,7.0,1785.0,2217.0,7.0,4.0,19.0,0.0
Alfons Amade,Bundesliga,MF,18.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Alfonso Espino,La Liga,DF,29.0,18.0,18.0,16.7,0.0,2.0,3.0,0.0,4.0,2.0,385.0,571.0,9.0,9.0,11.0,2.0
Alfonso González,La Liga,MF,21.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,1.0,1.0,1.0,0.0
Alfonso Pedraza,La Liga,DF,24.0,102.0,77.0,77.5,7.0,10.0,16.0,0.0,102.0,37.0,2261.0,3117.0,74.0,80.0,132.0,79.0
Alfred Duncan,Serie A,MF,27.0,83.0,67.0,63.99999999999999,6.0,12.0,16.0,1.0,97.0,28.0,2078.0,2657.0,85.0,88.0,128.0,19.0
Alfred Gomis,Ligue 1,GK,27.0,75.0,73.0,72.3,0.0,0.0,0.0,0.0,0.0,0.0,1669.0,2495.0,1.0,2.0,1.0,0.0
Alfred N'Diaye,La Liga,"DF,MF",27.0,2.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,0.0,0.0,4.0,0.0
Alfredo Donnarumma,Serie A,FW,28.0,31.0,20.0,18.7,7.0,2.0,1.0,0.0,38.0,13.0,307.0,445.0,16.0,15.0,16.0,13.0
Alfredo Morales,Bundesliga,MF,29.0,50.0,34.0,36.2,2.0,3.0,12.0,0.0,40.0,14.0,920.0,1248.0,18.0,17.0,29.0,4.0
Alfreð Finnbogason,Bundesliga,FW,31.0,72.0,52.0,50.2,25.0,6.0,5.0,0.0,113.0,49.0,753.0,1135.0,69.0,35.0,48.0,25.0
Ali Adnan Kadhim,Serie A,"MF,DF",24.0,26.0,20.0,20.400000000000002,0.0,1.0,4.0,0.0,14.0,3.0,666.0,1025.0,24.0,20.0,29.0,2.0
Alin Toșca,La Liga,DF,25.0,19.0,18.0,17.7,0.0,0.0,1.0,0.0,5.0,0.0,819.0,955.0,3.0,4.0,5.0,2.0
Alireza Jahanbakhsh,Premier League,"FW,DF",27.0,40.0,17.0,17.6,2.0,1.0,4.0,0.0,44.0,11.0,373.0,555.0,13.0,17.0,36.0,7.0
Alisson,Premier League,GK,28.0,119.0,119.0,118.3,0.0,1.0,3.0,1.0,0.0,0.0,3190.0,3837.0,3.0,1.0,8.0,0.0
Alkhaly Momo Cissé,Bundesliga,DF,18.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0
Allan,Premier League,MF,30.0,110.0,90.0,88.4,7.0,9.0,20.0,0.0,80.0,22.0,4767.0,5488.0,92.0,105.0,174.0,33.0
Allan Nyom,La Liga,"MF,DF",32.0,103.0,91.0,84.8,3.0,4.0,33.0,3.0,29.0,10.0,2107.0,3061.0,63.0,89.0,52.0,11.0
Allan Saint-Maximin,Premier League,"FW,MF",23.0,99.0,91.0,84.60000000000001,12.0,13.0,3.0,0.0,165.0,57.0,1875.0,2527.0,148.0,83.0,408.0,185.0
Almamy Touré,Bundesliga,DF,24.0,60.0,48.0,45.9,2.0,3.0,6.0,0.0,33.0,8.0,1464.0,2039.0,46.0,50.0,54.0,5.0
Alois Confais,Ligue 1,MF,20.0,15.0,4.0,6.8,0.0,0.0,1.0,0.0,2.0,1.0,217.0,274.0,2.0,3.0,0.0,0.0
Alphonse Areola,Premier League,GK,27.0,79.0,79.0,79.0,0.0,0.0,2.0,0.0,0.0,0.0,1416.0,1694.0,0.0,0.0,0.0,0.0
Alphonso Davies,Bundesliga,"DF,FW",20.0,44.0,32.0,32.7,4.0,5.0,6.0,1.0,15.0,7.0,2066.0,2377.0,39.0,40.0,119.0,29.0
Alvaro Bravo Jiménez,La Liga,MF,22.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0
Aly Abeid,La Liga,DF,19.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,29.0,38.0,2.0,2.0,0.0,0.0
Aly Ndom,Ligue 1,MF,22.0,12.0,4.0,4.5,0.0,0.0,2.0,0.0,3.0,1.0,122.0,162.0,1.0,0.0,9.0,0.0
Amad Traoré,Serie A,MF,18.0,4.0,0.0,0.5,1.0,0.0,1.0,0.0,2.0,1.0,21.0,29.0,2.0,2.0,4.0,1.0
Amadou Diawara,Serie A,MF,23.0,58.0,33.0,32.9,2.0,1.0,9.0,0.0,26.0,7.0,2160.0,2382.0,28.0,16.0,21.0,0.0
Amadou Haidara,Bundesliga,"MF,FW",22.0,43.0,20.0,23.200000000000003,2.0,2.0,3.0,0.0,49.0,13.0,1019.0,1243.0,32.0,31.0,45.0,7.0
Amadou Traore,Ligue 1,"MF,FW",18.0,5.0,0.0,0.8,0.0,1.0,0.0,0.0,1.0,0.0,12.0,17.0,2.0,1.0,3.0,1.0
Amath,La Liga,MF,23.0,59.0,49.0,43.300000000000004,4.0,2.0,13.0,0.0,56.0,19.0,565.0,851.0,31.0,29.0,93.0,31.0
Amato Ciciretti,Serie A,"FW,MF",24.0,18.0,10.0,10.5,2.0,1.0,0.0,0.0,33.0,11.0,289.0,407.0,17.0,10.0,23.0,11.0
Ambroise Oyongo,Ligue 1,DF,29.0,63.0,54.0,52.3,3.0,1.0,9.0,0.0,24.0,6.0,1743.0,2412.0,43.0,56.0,65.0,8.0
Amer Gojak,Serie A,"MF,FW",23.0,9.0,5.0,3.6,1.0,1.0,1.0,0.0,2.0,1.0,123.0,169.0,6.0,0.0,4.0,0.0
Amin Younes,Bundesliga,"MF,FW",27.0,32.0,13.0,14.2,6.0,2.0,3.0,0.0,33.0,14.0,565.0,682.0,19.0,22.0,50.0,19.0
Amine Adli,Ligue 1,"MF,FW",19.0,4.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,21.0,27.0,2.0,1.0,3.0,0.0
Amine Gouiri,Ligue 1,"FW,MF",20.0,26.0,16.0,17.299999999999997,6.0,3.0,4.0,0.0,47.0,20.0,508.0,664.0,27.0,20.0,32.0,15.0
Amine Harit,Bundesliga,MF,23.0,86.0,69.0,67.1,11.0,12.0,9.0,0.0,73.0,28.0,1948.0,2409.0,119.0,110.0,201.0,54.0
Amir Abrashi,Bundesliga,MF,30.0,40.0,28.0,26.3,0.0,0.0,10.0,0.0,17.0,4.0,909.0,1083.0,10.0,10.0,20.0,3.0
Amir Rrahmani,Serie A,DF,26.0,39.0,37.0,36.6,0.0,1.0,5.0,0.0,43.0,12.0,1272.0,1570.0,13.0,5.0,14.0,1.0
Amos Pieper,Bundesliga,DF,23.0,14.0,14.0,13.8,0.0,0.0,1.0,0.0,3.0,0.0,632.0,756.0,2.0,8.0,5.0,0.0
Anaitz Arbilla,La Liga,DF,33.0,93.0,82.0,83.2,4.0,4.0,23.0,1.0,61.0,8.0,3567.0,4666.0,23.0,30.0,48.0,5.0
Anas Ouahim,Bundesliga,FW,19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,0.0,0.0,1.0,0.0
Anastasios Donis,Ligue 1,MF,24.0,60.0,29.0,29.1,7.0,4.0,6.0,1.0,84.0,32.0,377.0,577.0,25.0,17.0,76.0,35.0
Ander Barrenetxea,La Liga,"FW,MF",19.0,42.0,17.0,17.700000000000003,3.0,0.0,5.0,0.0,34.0,12.0,388.0,537.0,22.0,16.0,69.0,26.0
Ander Capa,La Liga,DF,28.0,110.0,91.0,90.99999999999999,5.0,6.0,26.0,0.0,40.0,16.0,3505.0,4801.0,68.0,98.0,122.0,42.0
Ander Guevara,La Liga,MF,23.0,29.0,23.0,21.0,0.0,0.0,6.0,0.0,8.0,0.0,1105.0,1305.0,11.0,8.0,14.0,0.0
Ander Herrera,Ligue 1,MF,31.0,75.0,45.0,48.3,4.0,7.0,10.0,0.0,53.0,15.0,3217.0,3625.0,46.0,37.0,44.0,4.0
Ander Iturraspe,La Liga,MF,30.0,41.0,24.0,25.0,0.0,0.0,9.0,0.0,6.0,1.0,1097.0,1370.0,26.0,13.0,8.0,1.0
Anderson Lima,Serie A,MF,19.0,6.0,0.0,0.7,0.0,0.0,0.0,0.0,5.0,2.0,25.0,30.0,2.0,0.0,3.0,1.0
Anderson Lucoqui,Bundesliga,DF,23.0,12.0,9.0,9.1,0.0,0.0,2.0,0.0,4.0,1.0,303.0,435.0,2.0,0.0,11.0,0.0
Andi Zeqiri,Premier League,"FW,DF",21.0,2.0,0.0,0.7,0.0,0.0,0.0,0.0,5.0,0.0,5.0,11.0,0.0,1.0,0.0,1.0
Andoni Gorosabel,La Liga,DF,24.0,38.0,29.0,26.8,0.0,1.0,3.0,0.0,8.0,1.0,1150.0,1483.0,27.0,36.0,13.0,5.0
Andoni López,La Liga,DF,21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,43.0,0.0,0.0,1.0,0.0
Andre Gray,Premier League,FW,28.0,83.0,36.0,40.2,14.0,4.0,4.0,0.0,91.0,34.0,487.0,713.0,35.0,14.0,26.0,24.0
Andre-Frank Zambo Anguissa,Premier League,MF,25.0,113.0,86.0,88.80000000000001,2.0,3.0,17.0,1.0,103.0,22.0,4470.0,5118.0,63.0,42.0,217.0,21.0
Andrea Adorante,Serie A,FW,20.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Barberis,Serie A,MF,23.0,38.0,34.0,33.7,2.0,1.0,1.0,0.0,23.0,8.0,807.0,1130.0,30.0,12.0,23.0,1.0
Andrea Barzagli,Serie A,DF,37.0,32.0,18.0,19.0,0.0,1.0,2.0,0.0,1.0,0.0,1347.0,1469.0,4.0,4.0,3.0,0.0
Andrea Beghetto,Serie A,"DF,MF",23.0,27.0,25.0,24.7,0.0,3.0,3.0,0.0,23.0,4.0,696.0,1095.0,50.0,54.0,14.0,10.0
Andrea Belotti,Serie A,FW,27.0,122.0,117.0,116.7,50.0,15.0,13.0,0.0,362.0,123.0,1744.0,2554.0,117.0,81.0,146.0,118.0
Andrea Bertolacci,Serie A,MF,28.0,45.0,41.0,38.1,1.0,0.0,10.0,1.0,19.0,4.0,1515.0,1896.0,28.0,38.0,22.0,4.0
Andrea Carboni,Serie A,DF,19.0,13.0,9.0,8.2,0.0,0.0,5.0,2.0,2.0,0.0,264.0,330.0,1.0,2.0,0.0,1.0
Andrea Cistana,Serie A,DF,22.0,21.0,21.0,20.4,1.0,0.0,7.0,1.0,6.0,2.0,688.0,808.0,5.0,5.0,4.0,0.0
Andrea Consigli,Serie A,GK,33.0,121.0,121.0,120.5,0.0,0.0,5.0,1.0,0.0,0.0,2797.0,3812.0,5.0,1.0,3.0,0.0
Andrea Conti,Serie A,DF,26.0,40.0,27.0,26.8,0.0,4.0,11.0,0.0,2.0,0.0,1300.0,1550.0,21.0,21.0,20.0,3.0
Andrea Cossu,Serie A,"MF,FW",37.0,11.0,2.0,2.7,0.0,1.0,0.0,0.0,2.0,1.0,76.0,125.0,4.0,1.0,8.0,0.0
Andrea Costa,Serie A,DF,31.0,16.0,16.0,15.3,0.0,0.0,5.0,0.0,9.0,0.0,560.0,735.0,3.0,6.0,0.0,0.0
Andrea Danzi,Serie A,"MF,DF",21.0,8.0,5.0,5.6000000000000005,0.0,0.0,2.0,0.0,1.0,0.0,199.0,230.0,2.0,0.0,2.0,0.0
Andrea Favilli,Serie A,FW,23.0,33.0,9.0,12.2,2.0,2.0,5.0,0.0,31.0,10.0,221.0,303.0,11.0,6.0,10.0,14.0
Andrea Ghion,Serie A,"MF,FW",19.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,48.0,49.0,3.0,0.0,0.0,0.0
Andrea La Mantia,Serie A,FW,28.0,12.0,6.0,6.1,2.0,0.0,1.0,0.0,20.0,8.0,80.0,111.0,4.0,0.0,3.0,4.0
Andrea Masiello,Serie A,DF,34.0,90.0,87.0,83.2,4.0,3.0,19.0,0.0,36.0,9.0,4160.0,4859.0,23.0,28.0,20.0,4.0
Andrea Nalini,Serie A,"FW,MF",27.0,23.0,19.0,18.2,0.0,2.0,2.0,0.0,20.0,9.0,348.0,550.0,21.0,22.0,25.0,11.0
Andrea Papetti,Serie A,DF,17.0,11.0,10.0,10.2,1.0,0.0,5.0,0.0,2.0,1.0,273.0,322.0,1.0,1.0,12.0,0.0
Andrea Petagna,Serie A,FW,25.0,117.0,96.0,93.5,36.0,10.0,19.0,0.0,255.0,88.0,1755.0,2344.0,109.0,81.0,148.0,71.0
Andrea Pinamonti,Serie A,FW,21.0,62.0,40.0,43.6,10.0,4.0,3.0,0.0,111.0,32.0,760.0,1059.0,33.0,18.0,40.0,25.0
Andrea Poli,Serie A,MF,31.0,97.0,79.0,72.89999999999999,8.0,1.0,19.0,2.0,71.0,21.0,2814.0,3182.0,47.0,50.0,76.0,13.0
Andrea Raggi,Ligue 1,"DF,MF",34.0,26.0,24.0,23.3,1.0,0.0,4.0,1.0,6.0,1.0,738.0,986.0,5.0,7.0,3.0,0.0
Andrea Ranocchia,Serie A,DF,32.0,25.0,15.0,16.3,2.0,1.0,9.0,0.0,20.0,5.0,825.0,917.0,1.0,1.0,1.0,0.0
Andrea Rispoli,Serie A,DF,32.0,37.0,22.0,24.0,0.0,0.0,7.0,0.0,13.0,3.0,937.0,1223.0,18.0,24.0,8.0,4.0
Andrea Seculin,Serie A,GK,28.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0
Andrea Tabanelli,Serie A,MF,29.0,13.0,11.0,10.7,1.0,0.0,4.0,0.0,12.0,2.0,281.0,353.0,5.0,6.0,15.0,5.0
Andreas Beck,Bundesliga,"DF,MF",31.0,47.0,43.0,41.099999999999994,1.0,3.0,7.0,0.0,19.0,5.0,1435.0,2029.0,26.0,30.0,18.0,5.0
Andreas Christensen,Premier League,DF,24.0,61.0,55.0,54.1,0.0,0.0,7.0,1.0,21.0,3.0,3109.0,3356.0,9.0,3.0,3.0,0.0
Andreas Cornelius,Serie A,FW,27.0,83.0,41.0,46.0,18.0,5.0,6.0,0.0,117.0,45.0,836.0,1224.0,54.0,17.0,57.0,28.0
Andreas Luthe,Bundesliga,GK,33.0,44.0,43.0,43.6,0.0,0.0,1.0,0.0,0.0,0.0,1055.0,1534.0,0.0,0.0,0.0,0.0
Andreas Pereira,Serie A,"MF,FW",25.0,75.0,38.0,38.2,4.0,7.0,14.0,0.0,65.0,23.0,1228.0,1683.0,64.0,54.0,60.0,32.0
Andreas Skov Olsen,Serie A,"FW,MF",21.0,32.0,9.0,11.0,2.0,0.0,2.0,0.0,27.0,11.0,356.0,488.0,12.0,17.0,23.0,16.0
Andreas Voglsammer,Bundesliga,MF,29.0,3.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,0.0,1.0,0.0,0.0
Andrei Girotto,Ligue 1,"DF,MF",28.0,88.0,78.0,73.9,5.0,1.0,22.0,5.0,101.0,25.0,2871.0,3518.0,24.0,21.0,21.0,6.0
Andrej Kramarić,Bundesliga,"FW,MF",29.0,96.0,77.0,80.0,52.0,14.0,8.0,0.0,267.0,114.0,2329.0,3057.0,138.0,130.0,124.0,91.0
Andreu Fontàs,La Liga,DF,27.0,12.0,9.0,9.8,0.0,1.0,2.0,0.0,1.0,0.0,618.0,701.0,2.0,1.0,1.0,0.0
Andrew Gravillon,Ligue 1,DF,22.0,13.0,12.0,11.4,1.0,0.0,2.0,1.0,6.0,2.0,385.0,518.0,1.0,3.0,3.0,0.0
Andrew Hjulsager,La Liga,"MF,FW",23.0,17.0,2.0,4.2,0.0,3.0,1.0,0.0,3.0,0.0,98.0,142.0,5.0,7.0,10.0,3.0
Andrew Robertson,Premier League,DF,26.0,112.0,110.0,109.9,4.0,33.0,9.0,0.0,54.0,15.0,7312.0,8991.0,171.0,204.0,89.0,49.0
Andrew Surman,Premier League,MF,32.0,48.0,38.0,39.2,2.0,5.0,5.0,0.0,28.0,7.0,1796.0,2135.0,29.0,39.0,18.0,2.0
Andrey Galabinov,Serie A,FW,32.0,24.0,15.0,14.9,6.0,1.0,2.0,0.0,42.0,17.0,281.0,422.0,12.0,7.0,15.0,8.0
Andri Fannar Baldursson,Serie A,MF,19.0,11.0,1.0,2.9000000000000004,0.0,0.0,1.0,0.0,3.0,0.0,77.0,102.0,2.0,2.0,3.0,0.0
Andrija Balić,Serie A,"FW,MF",20.0,25.0,11.0,12.3,0.0,1.0,2.0,0.0,17.0,3.0,468.0,580.0,17.0,8.0,29.0,3.0
Andriy Lunin,La Liga,GK,19.0,5.0,4.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,84.0,122.0,0.0,0.0,0.0,0.0
Andriy Yarmolenko,Premier League,"FW,MF",31.0,61.0,29.0,30.8,10.0,5.0,6.0,0.0,72.0,28.0,931.0,1208.0,57.0,43.0,48.0,50.0
Andros Townsend,Premier League,MF,29.0,115.0,98.0,96.7,10.0,15.0,4.0,0.0,153.0,43.0,2393.0,3399.0,158.0,142.0,225.0,96.0
André Ayew,Premier League,"FW,MF",27.0,30.0,19.0,20.5,3.0,4.0,5.0,0.0,26.0,12.0,464.0,604.0,14.0,11.0,24.0,10.0
André Carrillo,Premier League,"FW,MF",26.0,28.0,16.0,17.1,1.0,2.0,2.0,0.0,23.0,2.0,556.0,758.0,18.0,21.0,56.0,17.0
André Gomes,Premier League,MF,27.0,74.0,52.0,51.699999999999996,1.0,3.0,16.0,0.0,38.0,5.0,2338.0,2782.0,28.0,38.0,93.0,11.0
André Hahn,Bundesliga,"FW,MF",30.0,79.0,52.0,53.8,11.0,4.0,14.0,1.0,106.0,40.0,717.0,1290.0,45.0,47.0,47.0,14.0
André Hoffmann,Bundesliga,DF,26.0,42.0,38.0,38.7,2.0,1.0,11.0,0.0,18.0,4.0,1651.0,1836.0,4.0,5.0,4.0,0.0
André Ramalho,Bundesliga,"DF,FW",25.0,3.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0
André Schürrle,Premier League,"FW,MF",27.0,42.0,32.0,31.9,7.0,6.0,2.0,0.0,91.0,28.0,821.0,1120.0,39.0,50.0,64.0,21.0
André Silva,Bundesliga,FW,25.0,93.0,65.0,67.7,35.0,6.0,6.0,0.0,203.0,78.0,1243.0,1710.0,88.0,47.0,78.0,62.0
Andrés Fernández,La Liga,GK,34.0,24.0,24.0,23.5,0.0,1.0,3.0,0.0,0.0,0.0,550.0,784.0,2.0,0.0,1.0,0.0
Andrés Guardado,La Liga,"MF,FW",34.0,96.0,82.0,78.1,2.0,15.0,24.0,0.0,70.0,17.0,3791.0,4487.0,104.0,81.0,63.0,15.0
Andrés Iniesta,La Liga,"MF,FW",33.0,30.0,25.0,20.7,1.0,2.0,1.0,0.0,16.0,6.0,1325.0,1534.0,17.0,62.0,56.0,16.0
Andrés Prieto,La Liga,GK,23.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,79.0,0.0,0.0,1.0,0.0
Andrés Solano,La Liga,DF,20.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,27.0,0.0,0.0,0.0,0.0
Andrés Tello,Serie A,MF,24.0,8.0,0.0,1.6,0.0,0.0,1.0,0.0,4.0,1.0,56.0,75.0,0.0,1.0,3.0,3.0
Andy Carroll,Premier League,FW,32.0,58.0,17.0,23.7,4.0,4.0,9.0,2.0,68.0,17.0,430.0,692.0,21.0,19.0,20.0,3.0
Andy Delort,Ligue 1,FW,29.0,112.0,105.0,102.4,37.0,20.0,17.0,0.0,322.0,100.0,1941.0,3281.0,168.0,133.0,132.0,77.0
Andy King,Premier League,MF,28.0,22.0,14.0,13.9,3.0,1.0,2.0,0.0,14.0,6.0,453.0,575.0,5.0,8.0,4.0,4.0
